지역,월,일시,시간,승차,하차,전체
경기도 고양시 덕양구 화전동,1,평일,07시~08시,66 ,112 ,178 
경기도 고양시 덕양구 화전동,1,평일,08시~09시,98 ,187 ,285 
경기도 고양시 덕양구 화전동,1,평일,09시~10시,59 ,83 ,142 
경기도 고양시 덕양구 화전동,1,평일,10시~11시,43 ,42 ,85 
경기도 고양시 덕양구 화전동,1,평일,11시~12시,38 ,50 ,88 
경기도 고양시 덕양구 화전동,1,평일,12시~13시,44 ,52 ,96 
경기도 고양시 덕양구 화전동,1,평일,13시~14시,55 ,42 ,97 
경기도 고양시 덕양구 화전동,1,평일,14시~15시,49 ,46 ,95 
경기도 고양시 덕양구 화전동,1,평일,15시~16시,44 ,57 ,101 
경기도 고양시 덕양구 화전동,1,평일,16시~17시,74 ,62 ,136 
경기도 고양시 덕양구 화전동,1,평일,17시~18시,61 ,54 ,115 
경기도 고양시 덕양구 화전동,1,평일,18시~19시,99 ,108 ,207 
경기도 고양시 덕양구 화전동,1,평일,19시~20시,66 ,71 ,137 
경기도 고양시 덕양구 화전동,1,평일,20시~21시,34 ,65 ,99 
경기도 고양시 덕양구 화전동,1,평일,21시~22시,22 ,39 ,61 
경기도 고양시 덕양구 화전동,1,평일,22시~23시,35 ,41 ,76 
경기도 고양시 덕양구 화전동,1,평일,23시~24시,13 ,27 ,40 
경기도 고양시 덕양구 화전동,1,평일,00시~01시,3 ,-,3 
경기도 고양시 덕양구 화전동,1,평일,주간,730 ,895 ,1625 
경기도 고양시 덕양구 화전동,1,평일,전일,947 ,1212 ,2159 
경기도 고양시 덕양구 화전동,1,주말,05시~06시,7 ,11 ,18 
경기도 고양시 덕양구 화전동,1,주말,06시~07시,30 ,29 ,59 
경기도 고양시 덕양구 화전동,1,주말,07시~08시,24 ,41 ,65 
경기도 고양시 덕양구 화전동,1,주말,08시~09시,89 ,74 ,163 
경기도 고양시 덕양구 화전동,1,주말,09시~10시,39 ,47 ,86 
경기도 고양시 덕양구 화전동,1,주말,10시~11시,43 ,32 ,75 
경기도 고양시 덕양구 화전동,1,주말,11시~12시,41 ,50 ,91 
경기도 고양시 덕양구 화전동,1,주말,12시~13시,62 ,73 ,135 
경기도 고양시 덕양구 화전동,1,주말,13시~14시,71 ,48 ,119 
경기도 고양시 덕양구 화전동,1,주말,14시~15시,43 ,45 ,88 
경기도 고양시 덕양구 화전동,1,주말,15시~16시,52 ,40 ,92 
경기도 고양시 덕양구 화전동,1,주말,16시~17시,61 ,64 ,125 
경기도 고양시 덕양구 화전동,1,주말,17시~18시,89 ,80 ,169 
경기도 고양시 덕양구 화전동,1,주말,18시~19시,75 ,79 ,154 
경기도 고양시 덕양구 화전동,1,주말,19시~20시,49 ,68 ,117 
경기도 고양시 덕양구 화전동,1,주말,20시~21시,37 ,46 ,83 
경기도 고양시 덕양구 화전동,1,주말,21시~22시,27 ,36 ,63 
경기도 고양시 덕양구 화전동,1,주말,22시~23시,23 ,41 ,64 
경기도 고양시 덕양구 화전동,1,주말,23시~24시,14 ,37 ,51 
경기도 고양시 덕양구 화전동,1,주말,00시~01시,3 ,2 ,5 
경기도 고양시 덕양구 화전동,1,주말,주간,689 ,673 ,1362 
경기도 고양시 덕양구 화전동,1,주말,전일,879 ,943 ,1822 
경기도 고양시 덕양구 대덕동,1,평일,05시~06시,1 ,-,1 
경기도 고양시 덕양구 대덕동,1,평일,06시~07시,-,5 ,5 
경기도 고양시 덕양구 대덕동,1,평일,07시~08시,1 ,4 ,5 
경기도 고양시 덕양구 대덕동,1,평일,08시~09시,7 ,12 ,19 
경기도 고양시 덕양구 대덕동,1,평일,09시~10시,2 ,5 ,7 
경기도 고양시 덕양구 대덕동,1,평일,10시~11시,5 ,4 ,9 
경기도 고양시 덕양구 대덕동,1,평일,11시~12시,3 ,1 ,4 
경기도 고양시 덕양구 대덕동,1,평일,12시~13시,2 ,4 ,6 
경기도 고양시 덕양구 대덕동,1,평일,13시~14시,1 ,4 ,5 
경기도 고양시 덕양구 대덕동,1,평일,14시~15시,1 ,4 ,5 
경기도 고양시 덕양구 대덕동,1,평일,16시~17시,5 ,2 ,7 
경기도 고양시 덕양구 대덕동,1,평일,17시~18시,5 ,5 ,10 
경기도 고양시 덕양구 대덕동,1,평일,18시~19시,7 ,5 ,12 
경기도 고양시 덕양구 대덕동,1,평일,19시~20시,2 ,2 ,4 
경기도 고양시 덕양구 대덕동,1,평일,20시~21시,3 ,1 ,4 
경기도 고양시 덕양구 대덕동,1,평일,21시~22시,3 ,-,3 
경기도 고양시 덕양구 대덕동,1,평일,주간,39 ,50 ,89 
경기도 고양시 덕양구 대덕동,1,평일,전일,48 ,58 ,106 
경기도 고양시 덕양구 대덕동,1,주말,06시~07시,-,1 ,1 
경기도 고양시 덕양구 대덕동,1,주말,07시~08시,-,1 ,1 
경기도 고양시 덕양구 대덕동,1,주말,08시~09시,4 ,3 ,7 
경기도 고양시 덕양구 대덕동,1,주말,09시~10시,4 ,3 ,7 
경기도 고양시 덕양구 대덕동,1,주말,10시~11시,4 ,4 ,8 
경기도 고양시 덕양구 대덕동,1,주말,11시~12시,3 ,4 ,7 
경기도 고양시 덕양구 대덕동,1,주말,12시~13시,1 ,1 ,2 
경기도 고양시 덕양구 대덕동,1,주말,13시~14시,2 ,4 ,6 
경기도 고양시 덕양구 대덕동,1,주말,14시~15시,1 ,5 ,6 
경기도 고양시 덕양구 대덕동,1,주말,15시~16시,1 ,1 ,2 
경기도 고양시 덕양구 대덕동,1,주말,16시~17시,3 ,-,3 
경기도 고양시 덕양구 대덕동,1,주말,17시~18시,4 ,1 ,5 
경기도 고양시 덕양구 대덕동,1,주말,18시~19시,1 ,-,1 
경기도 고양시 덕양구 대덕동,1,주말,19시~20시,1 ,1 ,2 
경기도 고양시 덕양구 대덕동,1,주말,20시~21시,1 ,1 ,2 
경기도 고양시 덕양구 대덕동,1,주말,주간,28 ,27 ,55 
경기도 고양시 덕양구 대덕동,1,주말,전일,30 ,30 ,60 
경기도 고양시 덕양구 행신3동,1,평일,01시~02시,4 ,18 ,22 
경기도 고양시 덕양구 행신3동,1,평일,02시~03시,2 ,3 ,5 
경기도 고양시 덕양구 행신3동,1,평일,04시~05시,13 ,-,13 
경기도 고양시 덕양구 행신3동,1,평일,05시~06시,122 ,48 ,170 
경기도 고양시 덕양구 행신3동,1,평일,06시~07시,342 ,104 ,446 
경기도 고양시 덕양구 행신3동,1,평일,07시~08시,802 ,215 ,1017 
경기도 고양시 덕양구 행신3동,1,평일,08시~09시,1094 ,426 ,1520 
경기도 고양시 덕양구 행신3동,1,평일,09시~10시,728 ,304 ,1032 
경기도 고양시 덕양구 행신3동,1,평일,10시~11시,491 ,249 ,740 
경기도 고양시 덕양구 행신3동,1,평일,11시~12시,509 ,292 ,801 
경기도 고양시 덕양구 행신3동,1,평일,12시~13시,495 ,314 ,809 
경기도 고양시 덕양구 행신3동,1,평일,13시~14시,539 ,387 ,926 
경기도 고양시 덕양구 행신3동,1,평일,14시~15시,470 ,431 ,901 
경기도 고양시 덕양구 행신3동,1,평일,15시~16시,446 ,570 ,1016 
경기도 고양시 덕양구 행신3동,1,평일,16시~17시,472 ,628 ,1100 
경기도 고양시 덕양구 행신3동,1,평일,17시~18시,512 ,828 ,1340 
경기도 고양시 덕양구 행신3동,1,평일,18시~19시,566 ,1097 ,1663 
경기도 고양시 덕양구 행신3동,1,평일,19시~20시,429 ,1512 ,1941 
경기도 고양시 덕양구 행신3동,1,평일,20시~21시,267 ,965 ,1232 
경기도 고양시 덕양구 행신3동,1,평일,21시~22시,230 ,897 ,1127 
경기도 고양시 덕양구 행신3동,1,평일,22시~23시,172 ,876 ,1048 
경기도 고양시 덕양구 행신3동,1,평일,23시~24시,122 ,577 ,699 
경기도 고양시 덕양구 행신3동,1,평일,00시~01시,12 ,174 ,186 
경기도 고양시 덕양구 행신3동,1,평일,주간,7124 ,5741 ,12865 
경기도 고양시 덕양구 행신3동,1,평일,전일,8839 ,10915 ,19754 
경기도 고양시 덕양구 행신3동,1,주말,01시~02시,4 ,27 ,31 
경기도 고양시 덕양구 행신3동,1,주말,02시~03시,-,3 ,3 
경기도 고양시 덕양구 행신3동,1,주말,04시~05시,5 ,-,5 
경기도 고양시 덕양구 행신3동,1,주말,05시~06시,71 ,27 ,98 
경기도 고양시 덕양구 행신3동,1,주말,06시~07시,167 ,99 ,266 
경기도 고양시 덕양구 행신3동,1,주말,07시~08시,281 ,89 ,370 
경기도 고양시 덕양구 행신3동,1,주말,08시~09시,467 ,175 ,642 
경기도 고양시 덕양구 행신3동,1,주말,09시~10시,524 ,223 ,747 
경기도 고양시 덕양구 행신3동,1,주말,10시~11시,493 ,226 ,719 
경기도 고양시 덕양구 행신3동,1,주말,11시~12시,530 ,259 ,789 
경기도 고양시 덕양구 행신3동,1,주말,12시~13시,544 ,359 ,903 
경기도 고양시 덕양구 행신3동,1,주말,13시~14시,547 ,391 ,938 
경기도 고양시 덕양구 행신3동,1,주말,14시~15시,438 ,438 ,876 
경기도 고양시 덕양구 행신3동,1,주말,15시~16시,436 ,511 ,947 
경기도 고양시 덕양구 행신3동,1,주말,16시~17시,480 ,580 ,1060 
경기도 고양시 덕양구 행신3동,1,주말,17시~18시,424 ,637 ,1061 
경기도 고양시 덕양구 행신3동,1,주말,18시~19시,425 ,756 ,1181 
경기도 고양시 덕양구 행신3동,1,주말,19시~20시,299 ,665 ,964 
경기도 고양시 덕양구 행신3동,1,주말,20시~21시,278 ,539 ,817 
경기도 고양시 덕양구 행신3동,1,주말,21시~22시,171 ,602 ,773 
경기도 고양시 덕양구 행신3동,1,주말,22시~23시,177 ,671 ,848 
경기도 고양시 덕양구 행신3동,1,주말,23시~24시,94 ,578 ,672 
경기도 고양시 덕양구 행신3동,1,주말,00시~01시,20 ,157 ,177 
경기도 고양시 덕양구 행신3동,1,주말,주간,5589 ,4644 ,10233 
경기도 고양시 덕양구 행신3동,1,주말,전일,6875 ,8012 ,14887 
경기도 고양시 덕양구 삼송동,1,평일,01시~02시,3 ,3 ,6 
경기도 고양시 덕양구 삼송동,1,평일,04시~05시,1 ,12 ,13 
경기도 고양시 덕양구 삼송동,1,평일,05시~06시,34 ,105 ,139 
경기도 고양시 덕양구 삼송동,1,평일,06시~07시,338 ,671 ,1009 
경기도 고양시 덕양구 삼송동,1,평일,07시~08시,803 ,1976 ,2779 
경기도 고양시 덕양구 삼송동,1,평일,08시~09시,912 ,1995 ,2907 
경기도 고양시 덕양구 삼송동,1,평일,09시~10시,604 ,1049 ,1653 
경기도 고양시 덕양구 삼송동,1,평일,10시~11시,425 ,669 ,1094 
경기도 고양시 덕양구 삼송동,1,평일,11시~12시,489 ,596 ,1085 
경기도 고양시 덕양구 삼송동,1,평일,12시~13시,569 ,678 ,1247 
경기도 고양시 덕양구 삼송동,1,평일,13시~14시,563 ,622 ,1185 
경기도 고양시 덕양구 삼송동,1,평일,14시~15시,579 ,548 ,1127 
경기도 고양시 덕양구 삼송동,1,평일,15시~16시,692 ,596 ,1288 
경기도 고양시 덕양구 삼송동,1,평일,16시~17시,755 ,684 ,1439 
경기도 고양시 덕양구 삼송동,1,평일,17시~18시,899 ,698 ,1597 
경기도 고양시 덕양구 삼송동,1,평일,18시~19시,1338 ,912 ,2250 
경기도 고양시 덕양구 삼송동,1,평일,19시~20시,1613 ,770 ,2383 
경기도 고양시 덕양구 삼송동,1,평일,20시~21시,989 ,509 ,1498 
경기도 고양시 덕양구 삼송동,1,평일,21시~22시,770 ,442 ,1212 
경기도 고양시 덕양구 삼송동,1,평일,22시~23시,792 ,478 ,1270 
경기도 고양시 덕양구 삼송동,1,평일,23시~24시,367 ,175 ,542 
경기도 고양시 덕양구 삼송동,1,평일,00시~01시,52 ,43 ,95 
경기도 고양시 덕양구 삼송동,1,평일,주간,8628 ,11023 ,19651 
경기도 고양시 덕양구 삼송동,1,평일,전일,13587 ,14231 ,27818 
경기도 고양시 덕양구 삼송동,1,주말,01시~02시,9 ,6 ,15 
경기도 고양시 덕양구 삼송동,1,주말,04시~05시,1 ,14 ,15 
경기도 고양시 덕양구 삼송동,1,주말,05시~06시,35 ,64 ,99 
경기도 고양시 덕양구 삼송동,1,주말,06시~07시,182 ,233 ,415 
경기도 고양시 덕양구 삼송동,1,주말,07시~08시,242 ,440 ,682 
경기도 고양시 덕양구 삼송동,1,주말,08시~09시,431 ,717 ,1148 
경기도 고양시 덕양구 삼송동,1,주말,09시~10시,531 ,758 ,1289 
경기도 고양시 덕양구 삼송동,1,주말,10시~11시,426 ,671 ,1097 
경기도 고양시 덕양구 삼송동,1,주말,11시~12시,501 ,752 ,1253 
경기도 고양시 덕양구 삼송동,1,주말,12시~13시,554 ,787 ,1341 
경기도 고양시 덕양구 삼송동,1,주말,13시~14시,573 ,736 ,1309 
경기도 고양시 덕양구 삼송동,1,주말,14시~15시,580 ,563 ,1143 
경기도 고양시 덕양구 삼송동,1,주말,15시~16시,594 ,629 ,1223 
경기도 고양시 덕양구 삼송동,1,주말,16시~17시,658 ,603 ,1261 
경기도 고양시 덕양구 삼송동,1,주말,17시~18시,743 ,628 ,1371 
경기도 고양시 덕양구 삼송동,1,주말,18시~19시,752 ,583 ,1335 
경기도 고양시 덕양구 삼송동,1,주말,19시~20시,641 ,459 ,1100 
경기도 고양시 덕양구 삼송동,1,주말,20시~21시,549 ,386 ,935 
경기도 고양시 덕양구 삼송동,1,주말,21시~22시,526 ,404 ,930 
경기도 고양시 덕양구 삼송동,1,주말,22시~23시,542 ,442 ,984 
경기도 고양시 덕양구 삼송동,1,주말,23시~24시,355 ,177 ,532 
경기도 고양시 덕양구 삼송동,1,주말,00시~01시,36 ,59 ,95 
경기도 고양시 덕양구 삼송동,1,주말,주간,6585 ,7867 ,14452 
경기도 고양시 덕양구 삼송동,1,주말,전일,9461 ,10111 ,19572 
경기도 고양시 일산동구 식사동,1,평일,01시~02시,3 ,21 ,24 
경기도 고양시 일산동구 식사동,1,평일,04시~05시,21 ,-,21 
경기도 고양시 일산동구 식사동,1,평일,05시~06시,75 ,9 ,84 
경기도 고양시 일산동구 식사동,1,평일,06시~07시,260 ,129 ,389 
경기도 고양시 일산동구 식사동,1,평일,07시~08시,573 ,235 ,808 
경기도 고양시 일산동구 식사동,1,평일,08시~09시,540 ,549 ,1089 
경기도 고양시 일산동구 식사동,1,평일,09시~10시,444 ,345 ,789 
경기도 고양시 일산동구 식사동,1,평일,10시~11시,383 ,218 ,601 
경기도 고양시 일산동구 식사동,1,평일,11시~12시,337 ,211 ,548 
경기도 고양시 일산동구 식사동,1,평일,12시~13시,356 ,251 ,607 
경기도 고양시 일산동구 식사동,1,평일,13시~14시,363 ,324 ,687 
경기도 고양시 일산동구 식사동,1,평일,14시~15시,346 ,318 ,664 
경기도 고양시 일산동구 식사동,1,평일,15시~16시,379 ,289 ,668 
경기도 고양시 일산동구 식사동,1,평일,16시~17시,383 ,317 ,700 
경기도 고양시 일산동구 식사동,1,평일,17시~18시,485 ,375 ,860 
경기도 고양시 일산동구 식사동,1,평일,18시~19시,473 ,445 ,918 
경기도 고양시 일산동구 식사동,1,평일,19시~20시,246 ,523 ,769 
경기도 고양시 일산동구 식사동,1,평일,20시~21시,191 ,361 ,552 
경기도 고양시 일산동구 식사동,1,평일,21시~22시,192 ,363 ,555 
경기도 고양시 일산동구 식사동,1,평일,22시~23시,166 ,361 ,527 
경기도 고양시 일산동구 식사동,1,평일,23시~24시,126 ,279 ,405 
경기도 고양시 일산동구 식사동,1,평일,00시~01시,14 ,103 ,117 
경기도 고양시 일산동구 식사동,1,평일,주간,5062 ,3877 ,8939 
경기도 고양시 일산동구 식사동,1,평일,전일,6356 ,6026 ,12382 
경기도 고양시 일산동구 식사동,1,주말,01시~02시,-,15 ,15 
경기도 고양시 일산동구 식사동,1,주말,04시~05시,31 ,-,31 
경기도 고양시 일산동구 식사동,1,주말,05시~06시,52 ,8 ,60 
경기도 고양시 일산동구 식사동,1,주말,06시~07시,86 ,110 ,196 
경기도 고양시 일산동구 식사동,1,주말,07시~08시,147 ,132 ,279 
경기도 고양시 일산동구 식사동,1,주말,08시~09시,234 ,225 ,459 
경기도 고양시 일산동구 식사동,1,주말,09시~10시,300 ,214 ,514 
경기도 고양시 일산동구 식사동,1,주말,10시~11시,321 ,185 ,506 
경기도 고양시 일산동구 식사동,1,주말,11시~12시,371 ,163 ,534 
경기도 고양시 일산동구 식사동,1,주말,12시~13시,376 ,208 ,584 
경기도 고양시 일산동구 식사동,1,주말,13시~14시,348 ,227 ,575 
경기도 고양시 일산동구 식사동,1,주말,14시~15시,343 ,262 ,605 
경기도 고양시 일산동구 식사동,1,주말,15시~16시,352 ,275 ,627 
경기도 고양시 일산동구 식사동,1,주말,16시~17시,373 ,291 ,664 
경기도 고양시 일산동구 식사동,1,주말,17시~18시,294 ,317 ,611 
경기도 고양시 일산동구 식사동,1,주말,18시~19시,275 ,341 ,616 
경기도 고양시 일산동구 식사동,1,주말,19시~20시,184 ,354 ,538 
경기도 고양시 일산동구 식사동,1,주말,20시~21시,135 ,262 ,397 
경기도 고양시 일산동구 식사동,1,주말,21시~22시,181 ,285 ,466 
경기도 고양시 일산동구 식사동,1,주말,22시~23시,177 ,327 ,504 
경기도 고양시 일산동구 식사동,1,주말,23시~24시,70 ,243 ,313 
경기도 고양시 일산동구 식사동,1,주말,00시~01시,12 ,113 ,125 
경기도 고양시 일산동구 식사동,1,주말,주간,3734 ,2840 ,6574 
경기도 고양시 일산동구 식사동,1,주말,전일,4662 ,4557 ,9219 
경기도 고양시 일산동구 중산동,1,평일,01시~02시,4 ,40 ,44 
경기도 고양시 일산동구 중산동,1,평일,04시~05시,21 ,4 ,25 
경기도 고양시 일산동구 중산동,1,평일,05시~06시,160 ,45 ,205 
경기도 고양시 일산동구 중산동,1,평일,06시~07시,600 ,194 ,794 
경기도 고양시 일산동구 중산동,1,평일,07시~08시,1041 ,408 ,1449 
경기도 고양시 일산동구 중산동,1,평일,08시~09시,1296 ,879 ,2175 
경기도 고양시 일산동구 중산동,1,평일,09시~10시,902 ,485 ,1387 
경기도 고양시 일산동구 중산동,1,평일,10시~11시,578 ,336 ,914 
경기도 고양시 일산동구 중산동,1,평일,11시~12시,584 ,425 ,1009 
경기도 고양시 일산동구 중산동,1,평일,12시~13시,664 ,472 ,1136 
경기도 고양시 일산동구 중산동,1,평일,13시~14시,643 ,571 ,1214 
경기도 고양시 일산동구 중산동,1,평일,14시~15시,632 ,590 ,1222 
경기도 고양시 일산동구 중산동,1,평일,15시~16시,778 ,743 ,1521 
경기도 고양시 일산동구 중산동,1,평일,16시~17시,588 ,835 ,1423 
경기도 고양시 일산동구 중산동,1,평일,17시~18시,732 ,912 ,1644 
경기도 고양시 일산동구 중산동,1,평일,18시~19시,828 ,1148 ,1976 
경기도 고양시 일산동구 중산동,1,평일,19시~20시,522 ,1279 ,1801 
경기도 고양시 일산동구 중산동,1,평일,20시~21시,348 ,852 ,1200 
경기도 고양시 일산동구 중산동,1,평일,21시~22시,387 ,820 ,1207 
경기도 고양시 일산동구 중산동,1,평일,22시~23시,320 ,833 ,1153 
경기도 고양시 일산동구 중산동,1,평일,23시~24시,177 ,551 ,728 
경기도 고양시 일산동구 중산동,1,평일,00시~01시,43 ,211 ,254 
경기도 고양시 일산동구 중산동,1,평일,주간,9266 ,7804 ,17070 
경기도 고양시 일산동구 중산동,1,평일,전일,11848 ,12633 ,24481 
경기도 고양시 일산동구 중산동,1,주말,01시~02시,5 ,48 ,53 
경기도 고양시 일산동구 중산동,1,주말,04시~05시,19 ,4 ,23 
경기도 고양시 일산동구 중산동,1,주말,05시~06시,111 ,37 ,148 
경기도 고양시 일산동구 중산동,1,주말,06시~07시,224 ,137 ,361 
경기도 고양시 일산동구 중산동,1,주말,07시~08시,315 ,170 ,485 
경기도 고양시 일산동구 중산동,1,주말,08시~09시,621 ,377 ,998 
경기도 고양시 일산동구 중산동,1,주말,09시~10시,718 ,407 ,1125 
경기도 고양시 일산동구 중산동,1,주말,10시~11시,649 ,360 ,1009 
경기도 고양시 일산동구 중산동,1,주말,11시~12시,670 ,348 ,1018 
경기도 고양시 일산동구 중산동,1,주말,12시~13시,720 ,444 ,1164 
경기도 고양시 일산동구 중산동,1,주말,13시~14시,631 ,530 ,1161 
경기도 고양시 일산동구 중산동,1,주말,14시~15시,570 ,505 ,1075 
경기도 고양시 일산동구 중산동,1,주말,15시~16시,521 ,543 ,1064 
경기도 고양시 일산동구 중산동,1,주말,16시~17시,542 ,657 ,1199 
경기도 고양시 일산동구 중산동,1,주말,17시~18시,543 ,713 ,1256 
경기도 고양시 일산동구 중산동,1,주말,18시~19시,495 ,818 ,1313 
경기도 고양시 일산동구 중산동,1,주말,19시~20시,397 ,707 ,1104 
경기도 고양시 일산동구 중산동,1,주말,20시~21시,308 ,589 ,897 
경기도 고양시 일산동구 중산동,1,주말,21시~22시,302 ,718 ,1020 
경기도 고양시 일산동구 중산동,1,주말,22시~23시,237 ,679 ,916 
경기도 고양시 일산동구 중산동,1,주말,23시~24시,164 ,550 ,714 
경기도 고양시 일산동구 중산동,1,주말,00시~01시,50 ,264 ,314 
경기도 고양시 일산동구 중산동,1,주말,주간,6995 ,5872 ,12867 
경기도 고양시 일산동구 중산동,1,주말,전일,8812 ,9605 ,18417 
경기도 고양시 일산동구 정발산동,1,평일,01시~02시,23 ,39 ,62 
경기도 고양시 일산동구 정발산동,1,평일,04시~05시,10 ,-,10 
경기도 고양시 일산동구 정발산동,1,평일,05시~06시,71 ,27 ,98 
경기도 고양시 일산동구 정발산동,1,평일,06시~07시,205 ,89 ,294 
경기도 고양시 일산동구 정발산동,1,평일,07시~08시,451 ,226 ,677 
경기도 고양시 일산동구 정발산동,1,평일,08시~09시,707 ,669 ,1376 
경기도 고양시 일산동구 정발산동,1,평일,09시~10시,484 ,417 ,901 
경기도 고양시 일산동구 정발산동,1,평일,10시~11시,354 ,286 ,640 
경기도 고양시 일산동구 정발산동,1,평일,11시~12시,410 ,295 ,705 
경기도 고양시 일산동구 정발산동,1,평일,12시~13시,408 ,306 ,714 
경기도 고양시 일산동구 정발산동,1,평일,13시~14시,472 ,385 ,857 
경기도 고양시 일산동구 정발산동,1,평일,14시~15시,439 ,400 ,839 
경기도 고양시 일산동구 정발산동,1,평일,15시~16시,498 ,484 ,982 
경기도 고양시 일산동구 정발산동,1,평일,16시~17시,497 ,524 ,1021 
경기도 고양시 일산동구 정발산동,1,평일,17시~18시,570 ,618 ,1188 
경기도 고양시 일산동구 정발산동,1,평일,18시~19시,691 ,821 ,1512 
경기도 고양시 일산동구 정발산동,1,평일,19시~20시,520 ,815 ,1335 
경기도 고양시 일산동구 정발산동,1,평일,20시~21시,491 ,612 ,1103 
경기도 고양시 일산동구 정발산동,1,평일,21시~22시,500 ,605 ,1105 
경기도 고양시 일산동구 정발산동,1,평일,22시~23시,573 ,689 ,1262 
경기도 고양시 일산동구 정발산동,1,평일,23시~24시,430 ,466 ,896 
경기도 고양시 일산동구 정발산동,1,평일,00시~01시,146 ,205 ,351 
경기도 고양시 일산동구 정발산동,1,평일,주간,5981 ,5431 ,11412 
경기도 고양시 일산동구 정발산동,1,평일,전일,8950 ,8978 ,17928 
경기도 고양시 일산동구 정발산동,1,주말,01시~02시,21 ,28 ,49 
경기도 고양시 일산동구 정발산동,1,주말,04시~05시,6 ,-,6 
경기도 고양시 일산동구 정발산동,1,주말,05시~06시,65 ,25 ,90 
경기도 고양시 일산동구 정발산동,1,주말,06시~07시,154 ,70 ,224 
경기도 고양시 일산동구 정발산동,1,주말,07시~08시,182 ,84 ,266 
경기도 고양시 일산동구 정발산동,1,주말,08시~09시,315 ,214 ,529 
경기도 고양시 일산동구 정발산동,1,주말,09시~10시,356 ,251 ,607 
경기도 고양시 일산동구 정발산동,1,주말,10시~11시,292 ,198 ,490 
경기도 고양시 일산동구 정발산동,1,주말,11시~12시,314 ,253 ,567 
경기도 고양시 일산동구 정발산동,1,주말,12시~13시,457 ,297 ,754 
경기도 고양시 일산동구 정발산동,1,주말,13시~14시,398 ,387 ,785 
경기도 고양시 일산동구 정발산동,1,주말,14시~15시,377 ,349 ,726 
경기도 고양시 일산동구 정발산동,1,주말,15시~16시,423 ,404 ,827 
경기도 고양시 일산동구 정발산동,1,주말,16시~17시,467 ,430 ,897 
경기도 고양시 일산동구 정발산동,1,주말,17시~18시,431 ,517 ,948 
경기도 고양시 일산동구 정발산동,1,주말,18시~19시,467 ,630 ,1097 
경기도 고양시 일산동구 정발산동,1,주말,19시~20시,381 ,555 ,936 
경기도 고양시 일산동구 정발산동,1,주말,20시~21시,476 ,498 ,974 
경기도 고양시 일산동구 정발산동,1,주말,21시~22시,442 ,406 ,848 
경기도 고양시 일산동구 정발산동,1,주말,22시~23시,551 ,507 ,1058 
경기도 고양시 일산동구 정발산동,1,주말,23시~24시,429 ,374 ,803 
경기도 고양시 일산동구 정발산동,1,주말,00시~01시,185 ,195 ,380 
경기도 고양시 일산동구 정발산동,1,주말,주간,4479 ,4014 ,8493 
경기도 고양시 일산동구 정발산동,1,주말,전일,7189 ,6672 ,13861 
경기도 고양시 일산동구 풍산동,1,평일,01시~02시,-,13 ,13 
경기도 고양시 일산동구 풍산동,1,평일,04시~05시,17 ,-,17 
경기도 고양시 일산동구 풍산동,1,평일,05시~06시,139 ,19 ,158 
경기도 고양시 일산동구 풍산동,1,평일,06시~07시,417 ,76 ,493 
경기도 고양시 일산동구 풍산동,1,평일,07시~08시,1000 ,193 ,1193 
경기도 고양시 일산동구 풍산동,1,평일,08시~09시,950 ,406 ,1356 
경기도 고양시 일산동구 풍산동,1,평일,09시~10시,707 ,244 ,951 
경기도 고양시 일산동구 풍산동,1,평일,10시~11시,429 ,206 ,635 
경기도 고양시 일산동구 풍산동,1,평일,11시~12시,458 ,261 ,719 
경기도 고양시 일산동구 풍산동,1,평일,12시~13시,431 ,291 ,722 
경기도 고양시 일산동구 풍산동,1,평일,13시~14시,448 ,356 ,804 
경기도 고양시 일산동구 풍산동,1,평일,14시~15시,391 ,337 ,728 
경기도 고양시 일산동구 풍산동,1,평일,15시~16시,373 ,379 ,752 
경기도 고양시 일산동구 풍산동,1,평일,16시~17시,382 ,503 ,885 
경기도 고양시 일산동구 풍산동,1,평일,17시~18시,390 ,497 ,887 
경기도 고양시 일산동구 풍산동,1,평일,18시~19시,489 ,857 ,1346 
경기도 고양시 일산동구 풍산동,1,평일,19시~20시,222 ,826 ,1048 
경기도 고양시 일산동구 풍산동,1,평일,20시~21시,170 ,551 ,721 
경기도 고양시 일산동구 풍산동,1,평일,21시~22시,183 ,543 ,726 
경기도 고양시 일산동구 풍산동,1,평일,22시~23시,138 ,567 ,705 
경기도 고양시 일산동구 풍산동,1,평일,23시~24시,75 ,349 ,424 
경기도 고양시 일산동구 풍산동,1,평일,00시~01시,11 ,127 ,138 
경기도 고양시 일산동구 풍산동,1,평일,주간,6448 ,4530 ,10978 
경기도 고양시 일산동구 풍산동,1,평일,전일,7820 ,7601 ,15421 
경기도 고양시 일산동구 풍산동,1,주말,01시~02시,-,13 ,13 
경기도 고양시 일산동구 풍산동,1,주말,02시~03시,-,1 ,1 
경기도 고양시 일산동구 풍산동,1,주말,04시~05시,9 ,1 ,10 
경기도 고양시 일산동구 풍산동,1,주말,05시~06시,95 ,12 ,107 
경기도 고양시 일산동구 풍산동,1,주말,06시~07시,135 ,77 ,212 
경기도 고양시 일산동구 풍산동,1,주말,07시~08시,274 ,123 ,397 
경기도 고양시 일산동구 풍산동,1,주말,08시~09시,446 ,180 ,626 
경기도 고양시 일산동구 풍산동,1,주말,09시~10시,476 ,205 ,681 
