지역,월,일시,시간,승차,하차,전체
경기도 고양시 덕양구 고양동,1,주말,15시~16시,500 ,484 ,984 
경기도 고양시 덕양구 고양동,1,주말,16시~17시,509 ,555 ,1064 
경기도 고양시 덕양구 고양동,1,주말,17시~18시,474 ,585 ,1059 
경기도 고양시 덕양구 고양동,1,주말,18시~19시,472 ,662 ,1134 
경기도 고양시 덕양구 고양동,1,주말,19시~20시,343 ,552 ,895 
경기도 고양시 덕양구 고양동,1,주말,20시~21시,236 ,395 ,631 
경기도 고양시 덕양구 고양동,1,주말,21시~22시,268 ,465 ,733 
경기도 고양시 덕양구 고양동,1,주말,22시~23시,206 ,468 ,674 
경기도 고양시 덕양구 고양동,1,주말,23시~24시,75 ,319 ,394 
경기도 고양시 덕양구 고양동,1,주말,00시~01시,9 ,80 ,89 
경기도 고양시 덕양구 고양동,1,주말,주간,6391 ,5110 ,11501 
경기도 고양시 덕양구 고양동,1,주말,전일,7823 ,7496 ,15319 
경기도 고양시 덕양구 관산동,1,평일,01시~02시,5 ,22 ,27 
경기도 고양시 덕양구 관산동,1,평일,02시~03시,-,3 ,3 
경기도 고양시 덕양구 관산동,1,평일,04시~05시,44 ,6 ,50 
경기도 고양시 덕양구 관산동,1,평일,05시~06시,226 ,43 ,269 
경기도 고양시 덕양구 관산동,1,평일,06시~07시,582 ,160 ,742 
경기도 고양시 덕양구 관산동,1,평일,07시~08시,1226 ,369 ,1595 
경기도 고양시 덕양구 관산동,1,평일,08시~09시,1148 ,574 ,1722 
경기도 고양시 덕양구 관산동,1,평일,09시~10시,774 ,364 ,1138 
경기도 고양시 덕양구 관산동,1,평일,10시~11시,677 ,342 ,1019 
경기도 고양시 덕양구 관산동,1,평일,11시~12시,565 ,368 ,933 
경기도 고양시 덕양구 관산동,1,평일,12시~13시,661 ,421 ,1082 
경기도 고양시 덕양구 관산동,1,평일,13시~14시,588 ,429 ,1017 
경기도 고양시 덕양구 관산동,1,평일,14시~15시,524 ,444 ,968 
경기도 고양시 덕양구 관산동,1,평일,15시~16시,499 ,599 ,1098 
경기도 고양시 덕양구 관산동,1,평일,16시~17시,517 ,713 ,1230 
경기도 고양시 덕양구 관산동,1,평일,17시~18시,649 ,769 ,1418 
경기도 고양시 덕양구 관산동,1,평일,18시~19시,668 ,970 ,1638 
경기도 고양시 덕양구 관산동,1,평일,19시~20시,358 ,937 ,1295 
경기도 고양시 덕양구 관산동,1,평일,20시~21시,245 ,739 ,984 
경기도 고양시 덕양구 관산동,1,평일,21시~22시,229 ,598 ,827 
경기도 고양시 덕양구 관산동,1,평일,22시~23시,201 ,628 ,829 
경기도 고양시 덕양구 관산동,1,평일,23시~24시,69 ,365 ,434 
경기도 고양시 덕양구 관산동,1,평일,00시~01시,28 ,130 ,158 
경기도 고양시 덕양구 관산동,1,평일,주간,8496 ,6362 ,14858 
경기도 고양시 덕양구 관산동,1,평일,전일,10483 ,9993 ,20476 
경기도 고양시 덕양구 관산동,1,주말,01시~02시,12 ,58 ,70 
경기도 고양시 덕양구 관산동,1,주말,04시~05시,56 ,4 ,60 
경기도 고양시 덕양구 관산동,1,주말,05시~06시,175 ,41 ,216 
경기도 고양시 덕양구 관산동,1,주말,06시~07시,300 ,128 ,428 
경기도 고양시 덕양구 관산동,1,주말,07시~08시,504 ,225 ,729 
경기도 고양시 덕양구 관산동,1,주말,08시~09시,697 ,279 ,976 
경기도 고양시 덕양구 관산동,1,주말,09시~10시,767 ,314 ,1081 
경기도 고양시 덕양구 관산동,1,주말,10시~11시,754 ,327 ,1081 
경기도 고양시 덕양구 관산동,1,주말,11시~12시,646 ,334 ,980 
경기도 고양시 덕양구 관산동,1,주말,12시~13시,748 ,458 ,1206 
경기도 고양시 덕양구 관산동,1,주말,13시~14시,618 ,424 ,1042 
경기도 고양시 덕양구 관산동,1,주말,14시~15시,549 ,462 ,1011 
경기도 고양시 덕양구 관산동,1,주말,15시~16시,599 ,563 ,1162 
경기도 고양시 덕양구 관산동,1,주말,16시~17시,524 ,630 ,1154 
경기도 고양시 덕양구 관산동,1,주말,17시~18시,546 ,594 ,1140 
경기도 고양시 덕양구 관산동,1,주말,18시~19시,473 ,733 ,1206 
경기도 고양시 덕양구 관산동,1,주말,19시~20시,324 ,651 ,975 
경기도 고양시 덕양구 관산동,1,주말,20시~21시,281 ,517 ,798 
경기도 고양시 덕양구 관산동,1,주말,21시~22시,239 ,548 ,787 
경기도 고양시 덕양구 관산동,1,주말,22시~23시,163 ,598 ,761 
경기도 고양시 덕양구 관산동,1,주말,23시~24시,96 ,359 ,455 
경기도 고양시 덕양구 관산동,1,주말,00시~01시,40 ,211 ,251 
경기도 고양시 덕양구 관산동,1,주말,주간,7425 ,5343 ,12768 
경기도 고양시 덕양구 관산동,1,주말,전일,9111 ,8458 ,17569 
경기도 고양시 덕양구 능곡동,1,평일,04시~05시,-,2 ,2 
경기도 고양시 덕양구 능곡동,1,평일,05시~06시,9 ,6 ,15 
경기도 고양시 덕양구 능곡동,1,평일,06시~07시,105 ,47 ,152 
경기도 고양시 덕양구 능곡동,1,평일,07시~08시,214 ,132 ,346 
경기도 고양시 덕양구 능곡동,1,평일,08시~09시,184 ,149 ,333 
경기도 고양시 덕양구 능곡동,1,평일,09시~10시,125 ,81 ,206 
경기도 고양시 덕양구 능곡동,1,평일,10시~11시,87 ,61 ,148 
경기도 고양시 덕양구 능곡동,1,평일,11시~12시,85 ,56 ,141 
경기도 고양시 덕양구 능곡동,1,평일,12시~13시,97 ,81 ,178 
경기도 고양시 덕양구 능곡동,1,평일,13시~14시,88 ,83 ,171 
경기도 고양시 덕양구 능곡동,1,평일,14시~15시,85 ,124 ,209 
경기도 고양시 덕양구 능곡동,1,평일,15시~16시,58 ,119 ,177 
경기도 고양시 덕양구 능곡동,1,평일,16시~17시,77 ,133 ,210 
경기도 고양시 덕양구 능곡동,1,평일,17시~18시,84 ,160 ,244 
경기도 고양시 덕양구 능곡동,1,평일,18시~19시,120 ,196 ,316 
경기도 고양시 덕양구 능곡동,1,평일,19시~20시,110 ,184 ,294 
경기도 고양시 덕양구 능곡동,1,평일,20시~21시,36 ,123 ,159 
경기도 고양시 덕양구 능곡동,1,평일,21시~22시,44 ,107 ,151 
경기도 고양시 덕양구 능곡동,1,평일,22시~23시,23 ,133 ,156 
경기도 고양시 덕양구 능곡동,1,평일,23시~24시,17 ,65 ,82 
경기도 고양시 덕양구 능곡동,1,평일,00시~01시,7 ,10 ,17 
경기도 고양시 덕양구 능곡동,1,평일,주간,1304 ,1375 ,2679 
경기도 고양시 덕양구 능곡동,1,평일,전일,1655 ,2052 ,3707 
경기도 고양시 덕양구 능곡동,1,주말,01시~02시,-,1 ,1 
경기도 고양시 덕양구 능곡동,1,주말,04시~05시,2 ,-,2 
경기도 고양시 덕양구 능곡동,1,주말,05시~06시,18 ,10 ,28 
경기도 고양시 덕양구 능곡동,1,주말,06시~07시,38 ,33 ,71 
경기도 고양시 덕양구 능곡동,1,주말,07시~08시,68 ,40 ,108 
경기도 고양시 덕양구 능곡동,1,주말,08시~09시,119 ,83 ,202 
경기도 고양시 덕양구 능곡동,1,주말,09시~10시,98 ,81 ,179 
경기도 고양시 덕양구 능곡동,1,주말,10시~11시,100 ,74 ,174 
경기도 고양시 덕양구 능곡동,1,주말,11시~12시,118 ,95 ,213 
경기도 고양시 덕양구 능곡동,1,주말,12시~13시,139 ,139 ,278 
경기도 고양시 덕양구 능곡동,1,주말,13시~14시,128 ,153 ,281 
경기도 고양시 덕양구 능곡동,1,주말,14시~15시,81 ,130 ,211 
경기도 고양시 덕양구 능곡동,1,주말,15시~16시,98 ,139 ,237 
경기도 고양시 덕양구 능곡동,1,주말,16시~17시,102 ,189 ,291 
경기도 고양시 덕양구 능곡동,1,주말,17시~18시,132 ,188 ,320 
경기도 고양시 덕양구 능곡동,1,주말,18시~19시,103 ,153 ,256 
경기도 고양시 덕양구 능곡동,1,주말,19시~20시,68 ,133 ,201 
경기도 고양시 덕양구 능곡동,1,주말,20시~21시,54 ,107 ,161 
경기도 고양시 덕양구 능곡동,1,주말,21시~22시,39 ,117 ,156 
경기도 고양시 덕양구 능곡동,1,주말,22시~23시,19 ,111 ,130 
경기도 고양시 덕양구 능곡동,1,주말,23시~24시,23 ,81 ,104 
경기도 고양시 덕양구 능곡동,1,주말,00시~01시,26 ,23 ,49 
경기도 고양시 덕양구 능곡동,1,주말,주간,1286 ,1464 ,2750 
경기도 고양시 덕양구 능곡동,1,주말,전일,1573 ,2080 ,3653 
경기도 고양시 덕양구 화정1동,1,평일,04시~05시,1 ,1 ,2 
경기도 고양시 덕양구 화정1동,1,평일,05시~06시,148 ,59 ,207 
경기도 고양시 덕양구 화정1동,1,평일,06시~07시,496 ,188 ,684 
경기도 고양시 덕양구 화정1동,1,평일,07시~08시,954 ,423 ,1377 
경기도 고양시 덕양구 화정1동,1,평일,08시~09시,1106 ,868 ,1974 
경기도 고양시 덕양구 화정1동,1,평일,09시~10시,639 ,700 ,1339 
경기도 고양시 덕양구 화정1동,1,평일,10시~11시,545 ,525 ,1070 
경기도 고양시 덕양구 화정1동,1,평일,11시~12시,722 ,607 ,1329 
경기도 고양시 덕양구 화정1동,1,평일,12시~13시,606 ,617 ,1223 
경기도 고양시 덕양구 화정1동,1,평일,13시~14시,602 ,741 ,1343 
경기도 고양시 덕양구 화정1동,1,평일,14시~15시,664 ,780 ,1444 
경기도 고양시 덕양구 화정1동,1,평일,15시~16시,716 ,784 ,1500 
경기도 고양시 덕양구 화정1동,1,평일,16시~17시,725 ,680 ,1405 
경기도 고양시 덕양구 화정1동,1,평일,17시~18시,843 ,896 ,1739 
경기도 고양시 덕양구 화정1동,1,평일,18시~19시,749 ,968 ,1717 
경기도 고양시 덕양구 화정1동,1,평일,19시~20시,573 ,938 ,1511 
경기도 고양시 덕양구 화정1동,1,평일,20시~21시,489 ,657 ,1146 
경기도 고양시 덕양구 화정1동,1,평일,21시~22시,423 ,625 ,1048 
경기도 고양시 덕양구 화정1동,1,평일,22시~23시,471 ,566 ,1037 
경기도 고양시 덕양구 화정1동,1,평일,23시~24시,219 ,400 ,619 
경기도 고양시 덕양구 화정1동,1,평일,00시~01시,37 ,90 ,127 
경기도 고양시 덕양구 화정1동,1,평일,주간,8871 ,8589 ,17460 
경기도 고양시 덕양구 화정1동,1,평일,전일,11728 ,12113 ,23841 
경기도 고양시 덕양구 화정1동,1,주말,04시~05시,1 ,-,1 
경기도 고양시 덕양구 화정1동,1,주말,05시~06시,103 ,80 ,183 
경기도 고양시 덕양구 화정1동,1,주말,06시~07시,182 ,121 ,303 
경기도 고양시 덕양구 화정1동,1,주말,07시~08시,258 ,197 ,455 
경기도 고양시 덕양구 화정1동,1,주말,08시~09시,478 ,360 ,838 
경기도 고양시 덕양구 화정1동,1,주말,09시~10시,533 ,512 ,1045 
경기도 고양시 덕양구 화정1동,1,주말,10시~11시,557 ,514 ,1071 
경기도 고양시 덕양구 화정1동,1,주말,11시~12시,600 ,535 ,1135 
경기도 고양시 덕양구 화정1동,1,주말,12시~13시,779 ,680 ,1459 
경기도 고양시 덕양구 화정1동,1,주말,13시~14시,633 ,660 ,1293 
경기도 고양시 덕양구 화정1동,1,주말,14시~15시,635 ,607 ,1242 
경기도 고양시 덕양구 화정1동,1,주말,15시~16시,717 ,571 ,1288 
경기도 고양시 덕양구 화정1동,1,주말,16시~17시,750 ,613 ,1363 
경기도 고양시 덕양구 화정1동,1,주말,17시~18시,748 ,575 ,1323 
경기도 고양시 덕양구 화정1동,1,주말,18시~19시,582 ,714 ,1296 
경기도 고양시 덕양구 화정1동,1,주말,19시~20시,486 ,567 ,1053 
경기도 고양시 덕양구 화정1동,1,주말,20시~21시,386 ,455 ,841 
경기도 고양시 덕양구 화정1동,1,주말,21시~22시,456 ,457 ,913 
경기도 고양시 덕양구 화정1동,1,주말,22시~23시,477 ,465 ,942 
경기도 고양시 덕양구 화정1동,1,주말,23시~24시,299 ,325 ,624 
경기도 고양시 덕양구 화정1동,1,주말,00시~01시,36 ,117 ,153 
경기도 고양시 덕양구 화정1동,1,주말,주간,7270 ,6538 ,13808 
경기도 고양시 덕양구 화정1동,1,주말,전일,9696 ,9125 ,18821 
경기도 고양시 덕양구 화정2동,1,평일,01시~02시,1 ,5 ,6 
경기도 고양시 덕양구 화정2동,1,평일,02시~03시,-,2 ,2 
경기도 고양시 덕양구 화정2동,1,평일,04시~05시,20 ,6 ,26 
경기도 고양시 덕양구 화정2동,1,평일,05시~06시,140 ,79 ,219 
경기도 고양시 덕양구 화정2동,1,평일,06시~07시,385 ,216 ,601 
경기도 고양시 덕양구 화정2동,1,평일,07시~08시,988 ,519 ,1507 
경기도 고양시 덕양구 화정2동,1,평일,08시~09시,928 ,738 ,1666 
경기도 고양시 덕양구 화정2동,1,평일,09시~10시,504 ,546 ,1050 
경기도 고양시 덕양구 화정2동,1,평일,10시~11시,358 ,480 ,838 
경기도 고양시 덕양구 화정2동,1,평일,11시~12시,370 ,500 ,870 
경기도 고양시 덕양구 화정2동,1,평일,12시~13시,374 ,497 ,871 
경기도 고양시 덕양구 화정2동,1,평일,13시~14시,460 ,596 ,1056 
경기도 고양시 덕양구 화정2동,1,평일,14시~15시,506 ,545 ,1051 
경기도 고양시 덕양구 화정2동,1,평일,15시~16시,578 ,617 ,1195 
경기도 고양시 덕양구 화정2동,1,평일,16시~17시,594 ,639 ,1233 
경기도 고양시 덕양구 화정2동,1,평일,17시~18시,607 ,745 ,1352 
경기도 고양시 덕양구 화정2동,1,평일,18시~19시,774 ,916 ,1690 
경기도 고양시 덕양구 화정2동,1,평일,19시~20시,528 ,941 ,1469 
경기도 고양시 덕양구 화정2동,1,평일,20시~21시,446 ,638 ,1084 
경기도 고양시 덕양구 화정2동,1,평일,21시~22시,413 ,480 ,893 
경기도 고양시 덕양구 화정2동,1,평일,22시~23시,520 ,456 ,976 
경기도 고양시 덕양구 화정2동,1,평일,23시~24시,245 ,330 ,575 
경기도 고양시 덕양구 화정2동,1,평일,00시~01시,64 ,116 ,180 
경기도 고양시 덕양구 화정2동,1,평일,주간,7041 ,7338 ,14379 
경기도 고양시 덕양구 화정2동,1,평일,전일,9803 ,10607 ,20410 
경기도 고양시 덕양구 화정2동,1,주말,01시~02시,4 ,10 ,14 
경기도 고양시 덕양구 화정2동,1,주말,02시~03시,1 ,3 ,4 
경기도 고양시 덕양구 화정2동,1,주말,04시~05시,9 ,3 ,12 
경기도 고양시 덕양구 화정2동,1,주말,05시~06시,79 ,80 ,159 
경기도 고양시 덕양구 화정2동,1,주말,06시~07시,157 ,122 ,279 
경기도 고양시 덕양구 화정2동,1,주말,07시~08시,222 ,187 ,409 
경기도 고양시 덕양구 화정2동,1,주말,08시~09시,364 ,399 ,763 
경기도 고양시 덕양구 화정2동,1,주말,09시~10시,362 ,516 ,878 
경기도 고양시 덕양구 화정2동,1,주말,10시~11시,379 ,471 ,850 
경기도 고양시 덕양구 화정2동,1,주말,11시~12시,480 ,604 ,1084 
경기도 고양시 덕양구 화정2동,1,주말,12시~13시,495 ,600 ,1095 
경기도 고양시 덕양구 화정2동,1,주말,13시~14시,563 ,716 ,1279 
경기도 고양시 덕양구 화정2동,1,주말,14시~15시,495 ,588 ,1083 
경기도 고양시 덕양구 화정2동,1,주말,15시~16시,607 ,606 ,1213 
경기도 고양시 덕양구 화정2동,1,주말,16시~17시,585 ,602 ,1187 
경기도 고양시 덕양구 화정2동,1,주말,17시~18시,586 ,726 ,1312 
경기도 고양시 덕양구 화정2동,1,주말,18시~19시,544 ,658 ,1202 
경기도 고양시 덕양구 화정2동,1,주말,19시~20시,417 ,573 ,990 
경기도 고양시 덕양구 화정2동,1,주말,20시~21시,371 ,474 ,845 
경기도 고양시 덕양구 화정2동,1,주말,21시~22시,408 ,449 ,857 
경기도 고양시 덕양구 화정2동,1,주말,22시~23시,476 ,478 ,954 
경기도 고양시 덕양구 화정2동,1,주말,23시~24시,228 ,346 ,574 
경기도 고양시 덕양구 화정2동,1,주말,00시~01시,73 ,173 ,246 
경기도 고양시 덕양구 화정2동,1,주말,주간,5682 ,6673 ,12355 
경기도 고양시 덕양구 화정2동,1,주말,전일,7905 ,9384 ,17289 
경기도 고양시 덕양구 행주동,1,평일,01시~02시,2 ,2 ,4 
경기도 고양시 덕양구 행주동,1,평일,04시~05시,9 ,-,9 
경기도 고양시 덕양구 행주동,1,평일,05시~06시,95 ,18 ,113 
경기도 고양시 덕양구 행주동,1,평일,06시~07시,263 ,62 ,325 
경기도 고양시 덕양구 행주동,1,평일,07시~08시,589 ,146 ,735 
경기도 고양시 덕양구 행주동,1,평일,08시~09시,455 ,197 ,652 
경기도 고양시 덕양구 행주동,1,평일,09시~10시,286 ,123 ,409 
경기도 고양시 덕양구 행주동,1,평일,10시~11시,227 ,107 ,334 
경기도 고양시 덕양구 행주동,1,평일,11시~12시,175 ,110 ,285 
경기도 고양시 덕양구 행주동,1,평일,12시~13시,204 ,125 ,329 
경기도 고양시 덕양구 행주동,1,평일,13시~14시,194 ,120 ,314 
경기도 고양시 덕양구 행주동,1,평일,14시~15시,193 ,148 ,341 
경기도 고양시 덕양구 행주동,1,평일,15시~16시,135 ,140 ,275 
경기도 고양시 덕양구 행주동,1,평일,16시~17시,165 ,194 ,359 
경기도 고양시 덕양구 행주동,1,평일,17시~18시,214 ,277 ,491 
경기도 고양시 덕양구 행주동,1,평일,18시~19시,222 ,332 ,554 
경기도 고양시 덕양구 행주동,1,평일,19시~20시,168 ,372 ,540 
경기도 고양시 덕양구 행주동,1,평일,20시~21시,100 ,277 ,377 
경기도 고양시 덕양구 행주동,1,평일,21시~22시,88 ,281 ,369 
경기도 고양시 덕양구 행주동,1,평일,22시~23시,78 ,289 ,367 
경기도 고양시 덕양구 행주동,1,평일,23시~24시,56 ,162 ,218 
경기도 고양시 덕양구 행주동,1,평일,00시~01시,10 ,41 ,51 
경기도 고양시 덕양구 행주동,1,평일,주간,3059 ,2019 ,5078 
경기도 고양시 덕양구 행주동,1,평일,전일,3928 ,3523 ,7451 
경기도 고양시 덕양구 행주동,1,주말,01시~02시,3 ,2 ,5 
경기도 고양시 덕양구 행주동,1,주말,04시~05시,6 ,-,6 
경기도 고양시 덕양구 행주동,1,주말,05시~06시,108 ,29 ,137 
경기도 고양시 덕양구 행주동,1,주말,06시~07시,128 ,80 ,208 
경기도 고양시 덕양구 행주동,1,주말,07시~08시,235 ,113 ,348 
경기도 고양시 덕양구 행주동,1,주말,08시~09시,355 ,193 ,548 
경기도 고양시 덕양구 행주동,1,주말,09시~10시,406 ,176 ,582 
경기도 고양시 덕양구 행주동,1,주말,10시~11시,334 ,165 ,499 
경기도 고양시 덕양구 행주동,1,주말,11시~12시,393 ,197 ,590 
경기도 고양시 덕양구 행주동,1,주말,12시~13시,399 ,245 ,644 
경기도 고양시 덕양구 행주동,1,주말,13시~14시,399 ,216 ,615 
경기도 고양시 덕양구 행주동,1,주말,14시~15시,301 ,259 ,560 
경기도 고양시 덕양구 행주동,1,주말,15시~16시,317 ,305 ,622 
경기도 고양시 덕양구 행주동,1,주말,16시~17시,353 ,307 ,660 
경기도 고양시 덕양구 행주동,1,주말,17시~18시,333 ,329 ,662 
경기도 고양시 덕양구 행주동,1,주말,18시~19시,298 ,304 ,602 
경기도 고양시 덕양구 행주동,1,주말,19시~20시,233 ,329 ,562 
경기도 고양시 덕양구 행주동,1,주말,20시~21시,180 ,241 ,421 
경기도 고양시 덕양구 행주동,1,주말,21시~22시,151 ,295 ,446 
경기도 고양시 덕양구 행주동,1,주말,22시~23시,134 ,326 ,460 
경기도 고양시 덕양구 행주동,1,주말,23시~24시,61 ,217 ,278 
경기도 고양시 덕양구 행주동,1,주말,00시~01시,9 ,68 ,77 
경기도 고양시 덕양구 행주동,1,주말,주간,4123 ,2809 ,6932 
경기도 고양시 덕양구 행주동,1,주말,전일,5136 ,4396 ,9532 
경기도 고양시 덕양구 행신1동,1,평일,01시~02시,2 ,8 ,10 
경기도 고양시 덕양구 행신1동,1,평일,04시~05시,24 ,2 ,26 
경기도 고양시 덕양구 행신1동,1,평일,05시~06시,177 ,24 ,201 
경기도 고양시 덕양구 행신1동,1,평일,06시~07시,477 ,43 ,520 
경기도 고양시 덕양구 행신1동,1,평일,07시~08시,978 ,74 ,1052 
경기도 고양시 덕양구 행신1동,1,평일,08시~09시,852 ,207 ,1059 
경기도 고양시 덕양구 행신1동,1,평일,09시~10시,447 ,164 ,611 
경기도 고양시 덕양구 행신1동,1,평일,10시~11시,352 ,112 ,464 
경기도 고양시 덕양구 행신1동,1,평일,11시~12시,286 ,139 ,425 
경기도 고양시 덕양구 행신1동,1,평일,12시~13시,327 ,125 ,452 
경기도 고양시 덕양구 행신1동,1,평일,13시~14시,313 ,203 ,516 
경기도 고양시 덕양구 행신1동,1,평일,14시~15시,229 ,167 ,396 
경기도 고양시 덕양구 행신1동,1,평일,15시~16시,200 ,189 ,389 
경기도 고양시 덕양구 행신1동,1,평일,16시~17시,216 ,251 ,467 
경기도 고양시 덕양구 행신1동,1,평일,17시~18시,285 ,293 ,578 
경기도 고양시 덕양구 행신1동,1,평일,18시~19시,258 ,434 ,692 
경기도 고양시 덕양구 행신1동,1,평일,19시~20시,136 ,399 ,535 
경기도 고양시 덕양구 행신1동,1,평일,20시~21시,105 ,255 ,360 
경기도 고양시 덕양구 행신1동,1,평일,21시~22시,91 ,275 ,366 
경기도 고양시 덕양구 행신1동,1,평일,22시~23시,100 ,249 ,349 
경기도 고양시 덕양구 행신1동,1,평일,23시~24시,27 ,144 ,171 
경기도 고양시 덕양구 행신1동,1,평일,00시~01시,8 ,41 ,49 
경기도 고양시 덕양구 행신1동,1,평일,주간,4743 ,2358 ,7101 
경기도 고양시 덕양구 행신1동,1,평일,전일,5890 ,3798 ,9688 
경기도 고양시 덕양구 행신1동,1,주말,01시~02시,2 ,7 ,9 
경기도 고양시 덕양구 행신1동,1,주말,04시~05시,15 ,1 ,16 
경기도 고양시 덕양구 행신1동,1,주말,05시~06시,112 ,23 ,135 
경기도 고양시 덕양구 행신1동,1,주말,06시~07시,135 ,47 ,182 
경기도 고양시 덕양구 행신1동,1,주말,07시~08시,222 ,45 ,267 
경기도 고양시 덕양구 행신1동,1,주말,08시~09시,333 ,107 ,440 
경기도 고양시 덕양구 행신1동,1,주말,09시~10시,416 ,112 ,528 
경기도 고양시 덕양구 행신1동,1,주말,10시~11시,347 ,97 ,444 
경기도 고양시 덕양구 행신1동,1,주말,11시~12시,426 ,127 ,553 
경기도 고양시 덕양구 행신1동,1,주말,12시~13시,431 ,148 ,579 
경기도 고양시 덕양구 행신1동,1,주말,13시~14시,375 ,133 ,508 
경기도 고양시 덕양구 행신1동,1,주말,14시~15시,323 ,139 ,462 
경기도 고양시 덕양구 행신1동,1,주말,15시~16시,302 ,179 ,481 
경기도 고양시 덕양구 행신1동,1,주말,16시~17시,315 ,206 ,521 
경기도 고양시 덕양구 행신1동,1,주말,17시~18시,322 ,250 ,572 
경기도 고양시 덕양구 행신1동,1,주말,18시~19시,231 ,264 ,495 
경기도 고양시 덕양구 행신1동,1,주말,19시~20시,127 ,212 ,339 
경기도 고양시 덕양구 행신1동,1,주말,20시~21시,109 ,188 ,297 
경기도 고양시 덕양구 행신1동,1,주말,21시~22시,117 ,228 ,345 
경기도 고양시 덕양구 행신1동,1,주말,22시~23시,98 ,194 ,292 
경기도 고양시 덕양구 행신1동,1,주말,23시~24시,33 ,113 ,146 
경기도 고양시 덕양구 행신1동,1,주말,00시~01시,6 ,38 ,44 
경기도 고양시 덕양구 행신1동,1,주말,주간,4043 ,1807 ,5850 
경기도 고양시 덕양구 행신1동,1,주말,전일,4797 ,2858 ,7655 
경기도 고양시 덕양구 행신2동,1,평일,01시~02시,1 ,3 ,4 
경기도 고양시 덕양구 행신2동,1,평일,04시~05시,22 ,1 ,23 
경기도 고양시 덕양구 행신2동,1,평일,05시~06시,75 ,35 ,110 
경기도 고양시 덕양구 행신2동,1,평일,06시~07시,187 ,245 ,432 
경기도 고양시 덕양구 행신2동,1,평일,07시~08시,473 ,820 ,1293 
경기도 고양시 덕양구 행신2동,1,평일,08시~09시,648 ,738 ,1386 
경기도 고양시 덕양구 행신2동,1,평일,09시~10시,349 ,357 ,706 
경기도 고양시 덕양구 행신2동,1,평일,10시~11시,284 ,245 ,529 
경기도 고양시 덕양구 행신2동,1,평일,11시~12시,257 ,259 ,516 
경기도 고양시 덕양구 행신2동,1,평일,12시~13시,283 ,228 ,511 
경기도 고양시 덕양구 행신2동,1,평일,13시~14시,356 ,299 ,655 
경기도 고양시 덕양구 행신2동,1,평일,14시~15시,284 ,254 ,538 
경기도 고양시 덕양구 행신2동,1,평일,15시~16시,276 ,313 ,589 
경기도 고양시 덕양구 행신2동,1,평일,16시~17시,340 ,330 ,670 
경기도 고양시 덕양구 행신2동,1,평일,17시~18시,415 ,390 ,805 
경기도 고양시 덕양구 행신2동,1,평일,18시~19시,699 ,548 ,1247 
경기도 고양시 덕양구 행신2동,1,평일,19시~20시,641 ,529 ,1170 
경기도 고양시 덕양구 행신2동,1,평일,20시~21시,394 ,322 ,716 
경기도 고양시 덕양구 행신2동,1,평일,21시~22시,340 ,325 ,665 
경기도 고양시 덕양구 행신2동,1,평일,22시~23시,311 ,345 ,656 
경기도 고양시 덕양구 행신2동,1,평일,23시~24시,147 ,190 ,337 
경기도 고양시 덕양구 행신2동,1,평일,00시~01시,6 ,38 ,44 
경기도 고양시 덕양구 행신2동,1,평일,주간,4664 ,4781 ,9445 
경기도 고양시 덕양구 행신2동,1,평일,전일,6788 ,6814 ,13602 
경기도 고양시 덕양구 행신2동,1,주말,01시~02시,-,9 ,9 
경기도 고양시 덕양구 행신2동,1,주말,04시~05시,17 ,2 ,19 
경기도 고양시 덕양구 행신2동,1,주말,05시~06시,50 ,30 ,80 
경기도 고양시 덕양구 행신2동,1,주말,06시~07시,83 ,120 ,203 
경기도 고양시 덕양구 행신2동,1,주말,07시~08시,140 ,167 ,307 
경기도 고양시 덕양구 행신2동,1,주말,08시~09시,239 ,200 ,439 
경기도 고양시 덕양구 행신2동,1,주말,09시~10시,261 ,284 ,545 
경기도 고양시 덕양구 행신2동,1,주말,10시~11시,236 ,259 ,495 
경기도 고양시 덕양구 행신2동,1,주말,11시~12시,312 ,313 ,625 
경기도 고양시 덕양구 행신2동,1,주말,12시~13시,322 ,366 ,688 
경기도 고양시 덕양구 행신2동,1,주말,13시~14시,311 ,342 ,653 
경기도 고양시 덕양구 행신2동,1,주말,14시~15시,321 ,364 ,685 
경기도 고양시 덕양구 행신2동,1,주말,15시~16시,326 ,336 ,662 
경기도 고양시 덕양구 행신2동,1,주말,16시~17시,342 ,405 ,747 
경기도 고양시 덕양구 행신2동,1,주말,17시~18시,388 ,439 ,827 
경기도 고양시 덕양구 행신2동,1,주말,18시~19시,312 ,410 ,722 
경기도 고양시 덕양구 행신2동,1,주말,19시~20시,281 ,283 ,564 
경기도 고양시 덕양구 행신2동,1,주말,20시~21시,271 ,268 ,539 
경기도 고양시 덕양구 행신2동,1,주말,21시~22시,248 ,265 ,513 
경기도 고양시 덕양구 행신2동,1,주말,22시~23시,249 ,291 ,540 
경기도 고양시 덕양구 행신2동,1,주말,23시~24시,161 ,194 ,355 
경기도 고양시 덕양구 행신2동,1,주말,00시~01시,8 ,39 ,47 
경기도 고양시 덕양구 행신2동,1,주말,주간,3510 ,3885 ,7395 
경기도 고양시 덕양구 행신2동,1,주말,전일,4878 ,5386 ,10264 
경기도 고양시 덕양구 화전동,1,평일,05시~06시,10 ,30 ,40 
경기도 고양시 덕양구 화전동,1,평일,06시~07시,34 ,44 ,78 
