시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,84.93,201811,16,23800 ,4,2007,읍내로 25
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,84.93,201812,14,23800 ,7,2007,읍내로 25
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,84.93,201902,1,24800 ,22,2007,읍내로 25
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,59.89,201902,27,18600 ,4,2007,읍내로 25
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,59.99,201903,4,20450 ,10,2007,읍내로 25
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,84.93,201903,11,26500 ,12,2007,읍내로 25
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,84.93,201903,16,23500 ,7,2007,읍내로 25
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,59.99,201903,27,20000 ,5,2007,읍내로 25
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,84.93,201904,15,24300 ,13,2007,읍내로 25
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,84.93,201904,26,20000 ,13,2007,읍내로 25
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,84.93,201906,5,26000 ,15,2007,읍내로 25
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,84.93,201907,24,24500 ,14,2007,읍내로 25
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,84.93,201908,19,25500 ,19,2007,읍내로 25
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,84.93,201909,5,23000 ,3,2007,읍내로 25
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,84.93,201910,7,24900 ,8,2007,읍내로 25
경기도 고양덕양구 고양동,454,454,0,고양동우방유쉘아파트,84.93,201910,25,23300 ,10,2007,읍내로 25
경기도 고양덕양구 고양동,197,197,0,삼성,59.886,201812,3,15000 ,2,1998,혜음로 30
경기도 고양덕양구 고양동,197,197,0,삼성,59.886,201812,13,17500 ,2,1998,혜음로 30
경기도 고양덕양구 고양동,197,197,0,삼성,59.886,201902,22,17500 ,2,1998,혜음로 30
경기도 고양덕양구 고양동,197,197,0,삼성,84.996,201903,12,22300 ,11,1998,혜음로 30
경기도 고양덕양구 고양동,197,197,0,삼성,84.9,201904,5,19000 ,9,1998,혜음로 30
경기도 고양덕양구 고양동,197,197,0,삼성,84.996,201910,17,23500 ,6,1998,혜음로 30
경기도 고양덕양구 고양동,414-1,414,1,윤창,84.96,201901,22,18300 ,18,1997,동헌로 398-17
경기도 고양덕양구 고양동,414-1,414,1,윤창,58.9875,201902,13,13000 ,10,1997,동헌로 398-17
경기도 고양덕양구 고양동,414-1,414,1,윤창,58.9875,201904,26,13000 ,2,1997,동헌로 398-17
경기도 고양덕양구 고양동,414-1,414,1,윤창,59.706,201909,22,15500 ,2,1997,동헌로 398-17
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,84.4997,201811,22,26000 ,4,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,84.4997,201811,30,26000 ,14,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,115.6625,201902,20,33000 ,10,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,84.4997,201903,3,26000 ,11,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,84.7394,201903,18,27000 ,14,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,84.8767,201904,6,24400 ,1,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,84.4997,201904,17,25200 ,3,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,115.6625,201904,18,30500 ,15,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,106.7738,201904,22,31500 ,14,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,84.4997,201906,12,28000 ,3,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,106.7738,201907,8,29000 ,5,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,115.6625,201907,18,33500 ,13,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,84.4997,201907,23,27400 ,15,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,106.4462,201907,25,29800 ,9,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,84.7394,201908,5,26800 ,9,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,106.7738,201909,2,28800 ,3,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,106.7738,201909,24,27500 ,4,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,1121,1121,0,푸른마을 10단지,84.8767,201910,15,27500 ,12,2009,푸른마을로120번길 34
경기도 고양덕양구 고양동,735,735,0,푸른마을1단지,84.921,201811,20,27000 ,11,2008,푸른마을로 14
경기도 고양덕양구 고양동,735,735,0,푸른마을1단지,59.176,201812,17,24000 ,21,2008,푸른마을로 14
경기도 고양덕양구 고양동,735,735,0,푸른마을1단지,84.921,201901,22,27800 ,12,2008,푸른마을로 14
경기도 고양덕양구 고양동,735,735,0,푸른마을1단지,84.921,201902,19,27000 ,10,2008,푸른마을로 14
경기도 고양덕양구 고양동,735,735,0,푸른마을1단지,84.921,201903,4,27800 ,17,2008,푸른마을로 14
경기도 고양덕양구 고양동,735,735,0,푸른마을1단지,59.176,201903,7,23700 ,7,2008,푸른마을로 14
경기도 고양덕양구 고양동,735,735,0,푸른마을1단지,59.176,201903,11,23500 ,6,2008,푸른마을로 14
경기도 고양덕양구 고양동,735,735,0,푸른마을1단지,59.176,201903,15,23000 ,10,2008,푸른마을로 14
경기도 고양덕양구 고양동,735,735,0,푸른마을1단지,59.176,201905,2,22000 ,14,2008,푸른마을로 14
경기도 고양덕양구 고양동,735,735,0,푸른마을1단지,59.176,201907,5,21000 ,1,2008,푸른마을로 14
경기도 고양덕양구 고양동,735,735,0,푸른마을1단지,84.921,201907,12,28300 ,21,2008,푸른마을로 14
경기도 고양덕양구 고양동,735,735,0,푸른마을1단지,84.921,201907,19,24500 ,10,2008,푸른마을로 14
경기도 고양덕양구 고양동,735,735,0,푸른마을1단지,84.921,201908,12,28000 ,19,2008,푸른마을로 14
경기도 고양덕양구 고양동,735,735,0,푸른마을1단지,84.921,201908,17,27900 ,16,2008,푸른마을로 14
경기도 고양덕양구 고양동,735,735,0,푸른마을1단지,84.921,201909,30,27500 ,18,2008,푸른마을로 14
경기도 고양덕양구 고양동,735,735,0,푸른마을1단지,84.921,201910,16,27500 ,10,2008,푸른마을로 14
경기도 고양덕양구 고양동,720,720,0,푸른마을2단지,134.1,201811,28,33500 ,11,2004,푸른마을로 16
경기도 고양덕양구 고양동,720,720,0,푸른마을2단지,114.75,201902,8,26500 ,1,2004,푸른마을로 16
경기도 고양덕양구 고양동,720,720,0,푸른마을2단지,114.75,201902,13,29000 ,12,2004,푸른마을로 16
경기도 고양덕양구 고양동,720,720,0,푸른마을2단지,114.75,201902,27,26600 ,20,2004,푸른마을로 16
경기도 고양덕양구 고양동,720,720,0,푸른마을2단지,114.75,201903,14,27800 ,4,2004,푸른마을로 16
경기도 고양덕양구 고양동,720,720,0,푸른마을2단지,134.1,201904,22,31800 ,15,2004,푸른마을로 16
경기도 고양덕양구 고양동,720,720,0,푸른마을2단지,114.75,201906,10,27900 ,6,2004,푸른마을로 16
경기도 고양덕양구 고양동,720,720,0,푸른마을2단지,134.1,201908,12,32000 ,10,2004,푸른마을로 16
경기도 고양덕양구 고양동,720,720,0,푸른마을2단지,134.1,201909,23,26000 ,1,2004,푸른마을로 16
경기도 고양덕양구 고양동,720,720,0,푸른마을2단지,114.75,201910,28,26900 ,14,2004,푸른마을로 16
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.98,201812,29,21000 ,15,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.98,201901,23,21800 ,6,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.93,201902,18,23500 ,10,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.93,201902,23,22200 ,17,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.89,201902,25,19500 ,1,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.94,201903,1,22500 ,22,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.89,201903,2,22500 ,8,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.98,201903,2,21800 ,19,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.89,201903,8,22500 ,2,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.98,201903,14,22250 ,11,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.89,201903,19,23700 ,22,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.94,201903,23,19500 ,1,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.98,201904,19,22000 ,4,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.98,201904,21,21800 ,15,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.89,201904,27,23300 ,14,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.89,201905,16,23500 ,19,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.89,201905,29,22500 ,9,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.98,201906,21,20000 ,4,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.98,201907,4,22900 ,12,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,59.98,201907,12,19500 ,16,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.93,201907,17,22000 ,15,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.89,201909,2,20500 ,23,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.89,201909,4,21600 ,8,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.98,201909,17,20500 ,3,2004,푸른마을로 15
경기도 고양덕양구 고양동,719,719,0,푸른마을3단지,84.89,201909,20,22900 ,9,2004,푸른마을로 15
경기도 고양덕양구 고양동,734,734,0,푸른마을4단지,125.927,201811,13,35800 ,12,2008,푸른마을로 54
경기도 고양덕양구 고양동,734,734,0,푸른마을4단지,92.978,201812,7,25000 ,6,2008,푸른마을로 54
경기도 고양덕양구 고양동,734,734,0,푸른마을4단지,92.978,201812,8,28000 ,1,2008,푸른마을로 54
경기도 고양덕양구 고양동,734,734,0,푸른마을4단지,92.978,201812,10,27000 ,9,2008,푸른마을로 54
경기도 고양덕양구 고양동,734,734,0,푸른마을4단지,92.978,201812,14,31000 ,18,2008,푸른마을로 54
경기도 고양덕양구 고양동,734,734,0,푸른마을4단지,92.978,201901,2,27000 ,5,2008,푸른마을로 54
경기도 고양덕양구 고양동,734,734,0,푸른마을4단지,92.978,201903,11,27200 ,12,2008,푸른마을로 54
경기도 고양덕양구 고양동,734,734,0,푸른마을4단지,125.927,201903,11,34000 ,6,2008,푸른마을로 54
경기도 고양덕양구 고양동,734,734,0,푸른마을4단지,92.978,201904,6,26900 ,3,2008,푸른마을로 54
경기도 고양덕양구 고양동,734,734,0,푸른마을4단지,125.927,201904,6,32000 ,6,2008,푸른마을로 54
경기도 고양덕양구 고양동,734,734,0,푸른마을4단지,125.927,201904,17,32500 ,5,2008,푸른마을로 54
경기도 고양덕양구 고양동,734,734,0,푸른마을4단지,125.927,201904,20,33800 ,10,2008,푸른마을로 54
경기도 고양덕양구 고양동,734,734,0,푸른마을4단지,92.978,201905,3,27500 ,8,2008,푸른마을로 54
경기도 고양덕양구 고양동,734,734,0,푸른마을4단지,92.978,201906,28,27200 ,11,2008,푸른마을로 54
경기도 고양덕양구 고양동,734,734,0,푸른마을4단지,125.927,201907,26,31500 ,7,2008,푸른마을로 54
경기도 고양덕양구 고양동,730,730,0,푸른마을5단지,59.9768,201811,13,21300 ,18,2007,푸른마을로 56
경기도 고양덕양구 고양동,730,730,0,푸른마을5단지,84.8265,201811,19,22000 ,16,2007,푸른마을로 56
경기도 고양덕양구 고양동,730,730,0,푸른마을5단지,59.9768,201901,15,21500 ,8,2007,푸른마을로 56
경기도 고양덕양구 고양동,730,730,0,푸른마을5단지,84.8265,201901,22,23700 ,10,2007,푸른마을로 56
경기도 고양덕양구 고양동,730,730,0,푸른마을5단지,84.8265,201902,26,23500 ,6,2007,푸른마을로 56
경기도 고양덕양구 고양동,730,730,0,푸른마을5단지,84.8265,201902,27,24500 ,9,2007,푸른마을로 56
경기도 고양덕양구 고양동,730,730,0,푸른마을5단지,84.8265,201903,8,24400 ,10,2007,푸른마을로 56
경기도 고양덕양구 고양동,730,730,0,푸른마을5단지,59.9768,201904,6,20100 ,8,2007,푸른마을로 56
경기도 고양덕양구 고양동,730,730,0,푸른마을5단지,84.8265,201906,28,23900 ,11,2007,푸른마을로 56
경기도 고양덕양구 고양동,730,730,0,푸른마을5단지,84.8265,201907,2,24500 ,6,2007,푸른마을로 56
경기도 고양덕양구 고양동,730,730,0,푸른마을5단지,59.9768,201908,22,20500 ,17,2007,푸른마을로 56
경기도 고양덕양구 고양동,730,730,0,푸른마을5단지,59.9768,201910,14,20400 ,16,2007,푸른마을로 56
경기도 고양덕양구 고양동,724,724,0,푸른마을6단지,59.9768,201812,21,21000 ,6,2007,푸른마을로 55
경기도 고양덕양구 고양동,724,724,0,푸른마을6단지,84.8265,201901,10,23500 ,2,2007,푸른마을로 55
경기도 고양덕양구 고양동,724,724,0,푸른마을6단지,84.8265,201901,18,24500 ,17,2007,푸른마을로 55
경기도 고양덕양구 고양동,724,724,0,푸른마을6단지,59.9768,201903,11,21100 ,18,2007,푸른마을로 55
경기도 고양덕양구 고양동,724,724,0,푸른마을6단지,84.8265,201903,20,22250 ,3,2007,푸른마을로 55
경기도 고양덕양구 고양동,724,724,0,푸른마을6단지,84.8265,201906,7,23000 ,2,2007,푸른마을로 55
경기도 고양덕양구 고양동,724,724,0,푸른마을6단지,59.9768,201906,18,20700 ,6,2007,푸른마을로 55
경기도 고양덕양구 고양동,724,724,0,푸른마을6단지,84.8265,201907,6,24600 ,15,2007,푸른마을로 55
경기도 고양덕양구 고양동,724,724,0,푸른마을6단지,84.8265,201907,17,23700 ,14,2007,푸른마을로 55
경기도 고양덕양구 고양동,724,724,0,푸른마을6단지,84.8265,201908,1,24000 ,4,2007,푸른마을로 55
경기도 고양덕양구 고양동,724,724,0,푸른마을6단지,84.8265,201908,14,24500 ,12,2007,푸른마을로 55
경기도 고양덕양구 고양동,724,724,0,푸른마을6단지,84.8265,201908,26,25350 ,14,2007,푸른마을로 55
경기도 고양덕양구 고양동,724,724,0,푸른마을6단지,84.8265,201908,31,25300 ,19,2007,푸른마을로 55
경기도 고양덕양구 고양동,752,752,0,푸른마을7단지,84.8265,201812,9,27600 ,7,2010,푸른마을로 37
경기도 고양덕양구 고양동,752,752,0,푸른마을7단지,84.8265,201905,4,27600 ,16,2010,푸른마을로 37
경기도 고양덕양구 고양동,752,752,0,푸른마을7단지,84.8265,201905,13,28000 ,4,2010,푸른마을로 37
경기도 고양덕양구 고양동,752,752,0,푸른마을7단지,84.8265,201905,27,28000 ,10,2010,푸른마을로 37
경기도 고양덕양구 고양동,752,752,0,푸른마을7단지,84.8265,201907,17,27700 ,17,2010,푸른마을로 37
경기도 고양덕양구 고양동,752,752,0,푸른마을7단지,84.8265,201909,7,27500 ,16,2010,푸른마을로 37
경기도 고양덕양구 고양동,752,752,0,푸른마을7단지,84.8265,201911,2,27700 ,15,2010,푸른마을로 37
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201811,13,19700 ,2,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201811,20,21400 ,17,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201811,21,21000 ,14,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201811,28,20900 ,3,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201812,3,16000 ,5,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201812,3,20800 ,12,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201812,6,21300 ,15,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201812,18,17800 ,20,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201812,26,18800 ,13,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201901,31,21700 ,6,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201902,28,21000 ,6,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201903,1,21000 ,14,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201903,6,21500 ,8,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201903,14,18400 ,13,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201903,18,22100 ,6,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201903,26,18700 ,4,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201904,19,18200 ,11,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201904,26,16900 ,1,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201905,3,18850 ,15,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201905,17,21350 ,12,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201905,24,22500 ,10,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201905,27,20100 ,15,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201906,18,17800 ,5,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201906,19,17500 ,9,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201907,6,17500 ,15,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201907,9,18400 ,7,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201907,26,18000 ,15,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201907,29,17500 ,10,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201908,9,21000 ,8,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201908,10,22000 ,11,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201908,12,17900 ,9,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201908,17,24000 ,16,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201908,29,21500 ,17,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201909,5,22300 ,14,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201909,9,18000 ,17,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201909,19,22500 ,8,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,84.36,201909,23,21300 ,2,1997,읍내로 28
경기도 고양덕양구 고양동,240-6,240,6,현대1,59.36,201910,5,18200 ,4,1997,읍내로 28
경기도 고양덕양구 고양동,255,255,0,현대2,59.945,201812,9,17000 ,5,1997,읍내로 36
경기도 고양덕양구 고양동,255,255,0,현대2,59.945,201903,15,17300 ,18,1997,읍내로 36
경기도 고양덕양구 고양동,255,255,0,현대2,59.945,201905,16,15000 ,7,1997,읍내로 36
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,114.381,201812,20,46797 ,19,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,114.381,201812,20,44094 ,5,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,114.381,201812,20,28092 ,6,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,84.39,201812,20,31560 ,17,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,84.39,201812,20,31220 ,15,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,114.381,201901,15,27749 ,8,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,84.39,201902,16,26800 ,6,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,59.826,201904,6,22000 ,17,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,114.381,201904,10,27249 ,9,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,84.39,201905,2,28500 ,14,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,84.973,201906,12,28300 ,17,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,59.826,201906,15,20000 ,4,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,59.826,201907,9,23000 ,14,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,84.39,201908,9,30350 ,8,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,59.826,201908,10,21300 ,10,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,59.826,201908,14,21800 ,18,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,59.826,201908,17,21200 ,17,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,59.826,201908,23,21500 ,16,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,84.39,201908,26,27500 ,12,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,59.894,201909,9,21200 ,8,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,59.894,201909,9,21500 ,6,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,84.39,201909,28,26000 ,20,2014,통일로 760
경기도 고양덕양구 관산동,1015,1015,0,더퍼스트프라임,84.39,201910,17,27000 ,14,2014,통일로 760
경기도 고양덕양구 관산동,178-57,178,57,새서울,45.72,201811,22,10700 ,4,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,45.72,201811,29,9500 ,5,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,56.7,201811,30,13700 ,5,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,56.7,201812,1,13500 ,5,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,45.72,201812,9,13000 ,2,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,56.7,201812,17,12000 ,1,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,42.84,201901,2,9500 ,1,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,45.72,201901,11,8800 ,1,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,42.84,201901,14,9800 ,1,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,45.72,201901,19,10900 ,3,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,45.72,201901,19,10600 ,2,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,56.7,201901,23,13200 ,1,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,42.84,201902,16,10300 ,1,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,42.84,201902,19,10500 ,4,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,42.84,201903,14,10000 ,4,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,56.7,201903,15,11500 ,5,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,45.72,201904,9,11700 ,1,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,42.84,201904,10,10500 ,2,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,45.72,201904,22,11250 ,3,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,45.72,201904,23,10800 ,2,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,42.84,201905,22,8475 ,4,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,56.7,201906,2,13500 ,3,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,42.84,201906,18,9350 ,3,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,42.84,201906,19,9500 ,4,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,45.72,201907,1,9500 ,1,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,45.72,201907,9,11500 ,3,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,42.84,201907,23,8800 ,5,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,56.7,201908,21,14200 ,4,1983,통일로754번길 16
경기도 고양덕양구 관산동,178-57,178,57,새서울,56.7,201909,2,13000 ,4,1983,통일로754번길 16
경기도 고양덕양구 관산동,981,981,0,신성,59.52,201811,16,18500 ,13,1998,통일로 749-7
경기도 고양덕양구 관산동,981,981,0,신성,59.52,201904,3,19200 ,3,1998,통일로 749-7
경기도 고양덕양구 관산동,981,981,0,신성,59.52,201904,11,21400 ,12,1998,통일로 749-7
경기도 고양덕양구 관산동,981,981,0,신성,84.87,201908,30,25000 ,6,1998,통일로 749-7
경기도 고양덕양구 관산동,981,981,0,신성,59.52,201909,2,20500 ,5,1998,통일로 749-7
경기도 고양덕양구 관산동,981,981,0,신성,84.87,201909,17,27000 ,15,1998,통일로 749-7
경기도 고양덕양구 관산동,981,981,0,신성,84.87,201909,24,23800 ,20,1998,통일로 749-7
경기도 고양덕양구 관산동,981,981,0,신성,84.87,201910,1,25500 ,8,1998,통일로 749-7
경기도 고양덕양구 관산동,981,981,0,신성,59.52,201910,1,20500 ,11,1998,통일로 749-7
