시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경기도 고양일산서구 주엽동,32,32,0,문촌마을(우성)3,101.98,201904,6,52500 ,7,1994,대산로 142
경기도 고양일산서구 주엽동,32,32,0,문촌마을(우성)3,197.04,201904,25,66000 ,13,1994,대산로 142
경기도 고양일산서구 주엽동,32,32,0,문촌마을(우성)3,163.02,201909,19,59600 ,6,1994,대산로 142
경기도 고양일산서구 주엽동,32,32,0,문촌마을(우성)3,101.98,201910,2,50000 ,13,1994,대산로 142
경기도 고양일산서구 주엽동,32,32,0,문촌마을(우성)3,134.97,201910,4,59000 ,11,1994,대산로 142
경기도 고양일산서구 주엽동,32,32,0,문촌마을(우성)3,134.97,201910,28,59800 ,17,1994,대산로 142
경기도 고양일산서구 주엽동,138,138,0,문촌마을(유승),77.634,201901,15,31000 ,13,1996,중앙로 1493
경기도 고양일산서구 주엽동,138,138,0,문촌마을(유승),77.634,201901,23,31200 ,20,1996,중앙로 1493
경기도 고양일산서구 주엽동,138,138,0,문촌마을(유승),77.634,201904,5,29000 ,16,1996,중앙로 1493
경기도 고양일산서구 주엽동,138,138,0,문촌마을(유승),77.634,201904,29,29500 ,23,1996,중앙로 1493
경기도 고양일산서구 주엽동,138,138,0,문촌마을(유승),77.634,201907,7,28000 ,16,1996,중앙로 1493
경기도 고양일산서구 주엽동,138,138,0,문촌마을(유승),57.6,201907,23,24800 ,13,1996,중앙로 1493
경기도 고양일산서구 주엽동,138,138,0,문촌마을(유승),57.6,201910,5,23500 ,20,1996,중앙로 1493
경기도 고양일산서구 주엽동,138,138,0,문촌마을(유승),57.6,201910,28,22100 ,17,1996,중앙로 1493
경기도 고양일산서구 주엽동,14,14,0,문촌마을(주공)7,42.75,201812,5,21500 ,18,1995,킨텍스로 340
경기도 고양일산서구 주엽동,14,14,0,문촌마을(주공)7,42.75,201812,6,21900 ,8,1995,킨텍스로 340
경기도 고양일산서구 주엽동,14,14,0,문촌마을(주공)7,42.75,201812,17,21700 ,19,1995,킨텍스로 340
경기도 고양일산서구 주엽동,14,14,0,문촌마을(주공)7,49.69,201901,2,24500 ,12,1995,킨텍스로 340
경기도 고양일산서구 주엽동,14,14,0,문촌마을(주공)7,49.69,201901,4,24000 ,6,1995,킨텍스로 340
경기도 고양일산서구 주엽동,14,14,0,문촌마을(주공)7,49.69,201901,7,23800 ,15,1995,킨텍스로 340
경기도 고양일산서구 주엽동,14,14,0,문촌마을(주공)7,42.75,201903,8,20000 ,8,1995,킨텍스로 340
경기도 고양일산서구 주엽동,14,14,0,문촌마을(주공)7,49.69,201903,16,23600 ,4,1995,킨텍스로 340
경기도 고양일산서구 주엽동,14,14,0,문촌마을(주공)7,42.75,201904,11,20000 ,7,1995,킨텍스로 340
경기도 고양일산서구 주엽동,14,14,0,문촌마을(주공)7,42.75,201905,4,19500 ,7,1995,킨텍스로 340
경기도 고양일산서구 주엽동,14,14,0,문촌마을(주공)7,42.75,201906,6,19800 ,7,1995,킨텍스로 340
경기도 고양일산서구 주엽동,14,14,0,문촌마을(주공)7,49.69,201908,18,22000 ,14,1995,킨텍스로 340
경기도 고양일산서구 주엽동,14,14,0,문촌마을(주공)7,42.75,201909,19,19400 ,10,1995,킨텍스로 340
경기도 고양일산서구 주엽동,23,23,0,문촌마을(주공)9,42.75,201901,14,27000 ,6,1995,주엽로 156
경기도 고양일산서구 주엽동,23,23,0,문촌마을(주공)9,42.75,201903,23,27000 ,16,1995,주엽로 156
경기도 고양일산서구 주엽동,23,23,0,문촌마을(주공)9,42.75,201904,10,27000 ,3,1995,주엽로 156
경기도 고양일산서구 주엽동,23,23,0,문촌마을(주공)9,49.69,201907,27,27400 ,9,1995,주엽로 156
경기도 고양일산서구 주엽동,23,23,0,문촌마을(주공)9,42.75,201909,9,22800 ,3,1995,주엽로 156
경기도 고양일산서구 주엽동,23,23,0,문촌마을(주공)9,42.75,201909,21,22800 ,9,1995,주엽로 156
경기도 고양일산서구 주엽동,6,6,0,문촌마을(한일),157.72,201811,29,54300 ,10,1994,대산로 161
경기도 고양일산서구 주엽동,6,6,0,문촌마을(한일),130.51,201909,5,50000 ,13,1994,대산로 161
경기도 고양일산서구 주엽동,135,135,0,문촌마을부영,49.72,201812,17,29700 ,8,1993,주엽로 123
경기도 고양일산서구 주엽동,135,135,0,문촌마을부영,49.72,201812,28,28900 ,5,1993,주엽로 123
경기도 고양일산서구 주엽동,135,135,0,문촌마을부영,40.27,201904,6,21500 ,14,1993,주엽로 123
경기도 고양일산서구 주엽동,135,135,0,문촌마을부영,40.27,201905,4,19500 ,9,1993,주엽로 123
경기도 고양일산서구 주엽동,135,135,0,문촌마을부영,40.27,201905,21,21000 ,6,1993,주엽로 123
경기도 고양일산서구 주엽동,135,135,0,문촌마을부영,40.27,201909,21,19950 ,4,1993,주엽로 123
경기도 고양일산서구 주엽동,135,135,0,문촌마을부영,40.27,201909,23,19000 ,4,1993,주엽로 123
경기도 고양일산서구 주엽동,135,135,0,문촌마을부영,40.27,201910,5,20000 ,10,1993,주엽로 123
경기도 고양일산서구 주엽동,135,135,0,문촌마을부영,40.27,201910,22,18900 ,6,1993,주엽로 123
경기도 고양일산서구 탄현동,130,130,0,쌍용스윗닷홈,113.9607,201901,19,31800 ,16,2005,일현로 151
경기도 고양일산서구 탄현동,130,130,0,쌍용스윗닷홈,84.9895,201901,28,27750 ,17,2005,일현로 151
경기도 고양일산서구 탄현동,130,130,0,쌍용스윗닷홈,84.9895,201902,22,27500 ,13,2005,일현로 151
경기도 고양일산서구 탄현동,130,130,0,쌍용스윗닷홈,113.9607,201903,1,30500 ,12,2005,일현로 151
경기도 고양일산서구 탄현동,130,130,0,쌍용스윗닷홈,113.9607,201905,31,30500 ,14,2005,일현로 151
경기도 고양일산서구 탄현동,130,130,0,쌍용스윗닷홈,84.9895,201906,3,24000 ,6,2005,일현로 151
경기도 고양일산서구 탄현동,130,130,0,쌍용스윗닷홈,113.9607,201906,7,28300 ,1,2005,일현로 151
경기도 고양일산서구 탄현동,130,130,0,쌍용스윗닷홈,84.9895,201907,13,26500 ,12,2005,일현로 151
경기도 고양일산서구 탄현동,130,130,0,쌍용스윗닷홈,84.9895,201908,5,26500 ,13,2005,일현로 151
경기도 고양일산서구 탄현동,130,130,0,쌍용스윗닷홈,113.9607,201909,1,32450 ,20,2005,일현로 151
경기도 고양일산서구 탄현동,130,130,0,쌍용스윗닷홈,84.9895,201909,19,26000 ,3,2005,일현로 151
경기도 고양일산서구 탄현동,130,130,0,쌍용스윗닷홈,113.9607,201909,22,33500 ,6,2005,일현로 151
경기도 고양일산서구 탄현동,130,130,0,쌍용스윗닷홈,84.9895,201909,28,26750 ,7,2005,일현로 151
경기도 고양일산서구 탄현동,130,130,0,쌍용스윗닷홈,84.9895,201910,3,25500 ,15,2005,일현로 151
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.82,201811,17,27800 ,10,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.82,201811,18,29000 ,5,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201811,19,33600 ,11,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,59.68,201811,20,24400 ,10,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201811,29,34300 ,9,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201902,2,31000 ,1,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.96,201902,12,29300 ,11,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,59.68,201902,12,23900 ,6,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201902,26,35200 ,10,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,59.68,201902,26,24900 ,7,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,59.68,201903,2,24800 ,7,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.89,201903,4,28800 ,11,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.82,201903,5,26000 ,1,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,59.68,201903,6,24800 ,14,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.89,201903,6,32000 ,15,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.96,201903,8,30700 ,1,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.89,201903,16,28500 ,3,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.96,201903,24,28000 ,9,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.96,201903,26,27800 ,6,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.96,201904,1,28700 ,5,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201904,2,29000 ,2,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201904,11,30200 ,8,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201904,11,31000 ,1,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.89,201904,21,29500 ,11,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.96,201905,1,29000 ,8,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.89,201905,4,27000 ,2,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.89,201905,8,28600 ,4,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201905,16,35000 ,15,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201905,16,35700 ,11,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.96,201905,22,28800 ,4,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.96,201906,20,29000 ,11,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.96,201906,24,29300 ,8,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201906,27,35000 ,8,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,59.68,201907,3,24400 ,6,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.89,201907,9,32200 ,15,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,59.68,201908,9,25000 ,7,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.96,201908,10,27500 ,1,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.82,201908,14,30000 ,9,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201908,14,30500 ,1,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201908,14,33500 ,4,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,123.8,201908,19,30500 ,1,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,59.68,201908,23,24500 ,5,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.96,201908,24,29700 ,7,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.96,201908,26,29400 ,5,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201908,30,34500 ,11,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.96,201908,30,29600 ,8,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,59.68,201909,16,25300 ,6,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201909,24,32800 ,2,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201909,27,35300 ,10,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201910,7,38700 ,15,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201910,8,35000 ,13,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,124.06,201910,11,37500 ,15,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,84.89,201910,16,28650 ,4,2009,탄현로 133
경기도 고양일산서구 탄현동,1634,1634,0,일산 임광진흥 아파트,59.68,201910,24,25450 ,8,2009,탄현로 133
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.926,201811,14,35500 ,16,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201811,14,88400 ,40,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201811,16,71700 ,3,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201811,17,82700 ,13,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201811,18,84700 ,25,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,145.92,201811,21,99500 ,16,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201811,24,88900 ,45,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201811,24,83400 ,15,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.907,201811,24,39000 ,42,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201811,30,79700 ,15,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201812,4,76600 ,8,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.907,201812,7,35900 ,13,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201812,11,93600 ,54,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201812,15,84700 ,25,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201812,16,89600 ,31,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201812,24,92000 ,36,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201812,25,81300 ,12,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201812,26,83800 ,52,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201812,26,84400 ,31,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201812,26,89600 ,54,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.907,201812,28,38500 ,43,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201812,28,82700 ,39,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201901,3,84800 ,23,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,95.5,201901,4,57000 ,25,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201901,6,80700 ,9,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201901,8,88400 ,45,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201901,10,79900 ,14,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201901,12,88200 ,37,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201901,15,82300 ,18,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.907,201901,16,34000 ,17,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.926,201901,17,36500 ,11,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201901,18,81900 ,10,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201901,18,77100 ,9,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201901,19,81800 ,30,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201901,19,83000 ,27,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201901,21,82600 ,38,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,145.829,201901,21,105300 ,29,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,145.92,201901,23,101500 ,26,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,119.177,201901,25,79400 ,14,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201901,26,84000 ,54,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201901,26,84100 ,56,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,119.177,201901,26,77300 ,9,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201901,30,87700 ,30,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201901,30,81100 ,10,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,95.5,201901,31,58000 ,30,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,95.5,201901,31,71100 ,50,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.907,201902,1,37500 ,36,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201902,2,83900 ,53,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201902,9,91200 ,37,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201902,9,83500 ,48,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,119.177,201902,10,84500 ,27,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,145.829,201902,16,99600 ,11,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,145.829,201902,16,111400 ,43,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,119.177,201902,19,83100 ,19,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201902,19,85700 ,44,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,95.5,201902,19,56800 ,20,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201902,20,79900 ,14,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.926,201902,21,38000 ,24,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.926,201902,23,38000 ,17,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.907,201902,26,37000 ,18,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201902,27,66000 ,30,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,119.177,201902,28,83800 ,49,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,119.177,201902,28,81900 ,12,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201902,28,76600 ,8,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,95.5,201903,1,55500 ,35,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,119.177,201903,6,91000 ,38,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,119.177,201903,10,84000 ,24,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,95.5,201903,12,53400 ,23,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,145.829,201903,12,112300 ,51,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201903,12,91800 ,34,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.926,201903,12,39500 ,49,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,145.829,201903,13,89000 ,4,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,170.721,201903,16,133500 ,49,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.907,201903,18,37000 ,50,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,95.5,201903,18,59000 ,41,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,119.177,201903,18,83400 ,44,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.907,201903,22,34400 ,7,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,170.721,201903,23,126000 ,21,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201903,28,83300 ,29,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201903,31,92200 ,39,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201904,1,84000 ,55,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.926,201904,2,35000 ,13,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.926,201904,3,39500 ,22,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,95.5,201904,4,56800 ,50,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,145.829,201904,4,99800 ,12,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.926,201904,6,37000 ,13,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.926,201904,11,37500 ,22,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,170.721,201904,26,129800 ,34,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,170.721,201905,3,131600 ,38,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.907,201905,11,34900 ,16,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201905,14,89100 ,48,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201905,17,89100 ,48,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.907,201905,18,35000 ,29,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201905,27,86500 ,22,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,145.829,201905,30,90900 ,4,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.926,201905,30,31000 ,3,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,145.829,201906,1,102400 ,25,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201906,7,82800 ,40,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201906,7,85000 ,36,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201906,10,78600 ,7,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201906,10,91100 ,36,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.926,201906,13,37000 ,31,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201906,14,81100 ,10,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201906,15,82300 ,13,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201906,17,90600 ,32,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201906,17,86000 ,30,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201906,19,85300 ,26,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,145.829,201906,19,112700 ,55,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,145.92,201906,19,102100 ,29,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201906,20,82500 ,12,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,59.907,201906,21,37500 ,39,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.782,201906,21,82400 ,11,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,201906,23,93000 ,48,2013,일현로 97-11
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,145.829,201906,23,112400 ,52,2013,일현로 97-11
