시설번호,놀이시설명,우편번호,주 소,설치일자,설치장소,운영구분,지역분류,민공구분
9,두루미 어린이공원 놀이터(일산20호),10359,경기 고양시 일산동구 정발산동1159,2008-05-23,도시공원,운영,경기 고양시 일산동구 정발산동,공공
171,숯고개(탄현4호)어린이공원 놀이터,10243,경기 고양시 일산서구 탄현동1486,2008-09-19,도시공원,운영,경기 고양시 일산서구 탄현동,공공
194,사랑어린이집 놀이터,10287,경기 고양시 덕양구 관산동248-6번지,2008-10-22,어린이집,운영,경기 고양시 덕양구 관산동,민간
372,백송마을3단지 한신아파트 제1놀이터,10419,경기 고양시 일산동구 백석1동 백송마을3단지아파트1183,2008-11-27,주택단지,운영,경기 고양시 일산동구 백석동,민간
373,백송마을3단지 한신아파트 제2놀이터,10419,경기 고양시 일산동구 백석1동 백송마을3단지아파트1183,2008-11-27,주택단지,운영,경기 고양시 일산동구 백석동,민간
476,행신3차 SK VIEW 어린이 놀이시설 2,10517,경기 고양시 덕양구 행신동650-8,2009-02-02,주택단지,운영,경기 고양시 덕양구 행신동,민간
477,행신3차 SK VIEW 어린이 놀이시설 1,10517,경기 고양시 덕양구 행신동650-8,2009-02-02,주택단지,운영,경기 고양시 덕양구 행신동,민간
802,흰돌사랑어린이집 놀이터,10448,경기 고양시 일산동구 백석2동1349,2009-06-30,어린이집,운영,경기 고양시 일산동구 백석동,민간
938,햇빛마을 19단지 어린이 놀이시설 3,10483,경기 고양시 덕양구 행신동903,2009-07-30,주택단지,운영,경기 고양시 덕양구 행신동,민간
986,화정17호 어린이공원 놀이터,,경기 고양시 덕양구 화정동954,1994-12-31,도시공원,운영,경기 고양시 덕양구 화정동,공공
1017,탄현 임광진흥 아파트 111동앞 유아놀이터,10239,경기도 고양시 일산서구 탄현동 111-33,2009-08-20,주택단지,운영,경기 고양시 일산서구 탄현동,민간
1018,탄현 임광진흥 아파트 112동앞 어린이놀이터1,10239,경기도 고양시 일산서구 탄현동 111-33,2009-08-20,주택단지,운영,경기 고양시 일산서구 탄현동,민간
1089,일산 탄현 임광진흥아파트 103동 놀이터,10239,경기도 고양시 일산구 탄현동 111-13,2009-08-28,주택단지,운영,경기 고양시 일산서구,민간
1090,일산 탄현 임광진흥아파트 104동 놀이터,10239,경기도 고양시 일산구 탄현동 111-13,2009-08-28,주택단지,운영,경기 고양시 일산서구 탄현동,민간
1188,고양 현대아파트 어린이 놀이시설 3(102동),10275,경기 고양시 덕양구 고양동240-6,2007-11-10,주택단지,운영,경기 고양시 덕양구 고양동,민간
1189,고양 현대아파트 어린이 놀이시설 2(105동),10275,경기 고양시 덕양구 고양동240-6,2007-11-10,주택단지,운영,경기 고양시 덕양구 고양동,민간
1190,고양 현대아파트 어린이 놀이시설 1(201동),10275,경기 고양시 덕양구 고양동240-6,2007-11-10,주택단지,운영,경기 고양시 덕양구 고양동,민간
1368,문촌마을14단지 세경아파트 1403동앞 놀이터,10384,경기도 고양시 일산서구 주엽2동 133,2009-11-12,주택단지,운영,경기 고양시 일산서구 주엽동,민간
1369,문촌14단지 세경아파트 1406동앞 놀이터,10384,경기도 고양시 일산서구 주엽2동 133,2009-11-12,주택단지,운영,경기 고양시 일산서구 주엽동,민간
1405,샘터3단지아파트302동앞놀이터1,10513,경기 고양시 덕양구 행신동1202,2009-11-18,주택단지,운영,경기 고양시 덕양구 행신동,공공
1406,샘터3단지아파트308동뒤놀이터2,10513,경기 고양시 덕양구 행신동1202,2009-11-18,주택단지,운영,경기 고양시 덕양구 행신동,공공
1407,샘터3단지아파트304동옆 유아놀이터3,10513,경기 고양시 덕양구 행신동1202,2009-11-18,주택단지,운영,경기 고양시 덕양구 행신동,공공
1408,샘터3단지아파트305동옆놀이터,10513,경기 고양시 덕양구 행신동1202,2009-11-18,주택단지,운영,경기 고양시 덕양구 행신동,공공
1409,흰돌마을4단지 주공아파트 403동앞 제1놀이터,10448,경기 고양시 일산동구 백석2동 흰돌마을4단지아파트1343,2009-11-18,주택단지,운영,경기 고양시 일산동구 백석동,민간
1410,흰돌마을4단지 주공아파트 405동앞 제2놀이터,10448,경기 고양시 일산동구 백석2동 흰돌마을4단지아파트1343,2009-11-18,주택단지,운영,경기 고양시 일산동구 백석동,민간
1411,흰돌마을4단지 주공아파트 409동앞 제3놀이터,10448,경기 고양시 일산동구 백석2동 흰돌마을4단지아파트1343,2009-11-18,주택단지,운영,경기 고양시 일산동구 백석동,민간
1412,흰돌마을4단지 주공아파트 407동옆 제4유아놀이터,10448,경기 고양시 일산동구 백석2동 흰돌마을4단지아파트1343,2009-11-18,주택단지,운영,경기 고양시 일산동구 백석동,민간
1416,문촌7단지아파트 704동 놀이터(임대),10378,경기도 고양시 일산서구 주엽2동 14,2009-11-18,주택단지,운영,경기 고양시 일산서구 주엽동,공공
1417,문촌7단지아파트 701동옆 놀이터(임대),10378,경기도 고양시 일산서구 주엽2동 14,2009-11-18,주택단지,운영,경기 고양시 일산서구 주엽동,공공
1419,문촌마을9단지아파트 904동옆 놀이터(임대),10388,경기도 고양시 일산서구 주엽동 23,2009-11-18,주택단지,운영,경기 고양시 일산서구 주엽동,공공
1420,문촌마을9단지아파트 901동옆 놀이터(임대),10388,경기도 고양시 일산서구 주엽동 23,2009-11-18,주택단지,운영,경기 고양시 일산서구 주엽동,공공
1421,문촌9단지아파트 유아놀이터(임대),10388,경기도 고양시 일산서구 주엽동 23,2009-11-18,주택단지,운영,경기 고양시 일산서구 주엽동,공공
1444,서정마을 7단지 어린이 놀이시설 3,10533,경기 고양시 덕양구 행신동1090,2009-11-30,주택단지,운영,경기 고양시 덕양구 행신동,민간
1445,서정마을 7단지 어린이 놀이시설 2,10533,경기 고양시 덕양구 행신동1090,2009-11-30,주택단지,운영,경기 고양시 덕양구 행신동,민간
1446,서정마을 7단지 어린이 놀이시설 1,10533,경기 고양시 덕양구 행신동1090,2009-11-30,주택단지,운영,경기 고양시 덕양구 행신동,민간
1609,바다의별어린이집 놀이터,10305,경기 고양시 일산동구 풍동1277-1,2010-01-19,어린이집,운영,경기 고양시 일산동구 풍동,민간
1638,시립탄현어린이집놀이터,10345,경기 고양시 일산서구 탄현동1587,2001-12-15,어린이집,운영,경기 고양시 일산서구 탄현동,민간
1645,가좌마을7단지꿈에그린아파트 보육시설앞 유아놀이터,10214,경기 고양시 일산서구 가좌동 가좌마을7단지아파트1105,2010-02-23,주택단지,운영,경기 고양시 일산서구 가좌동,민간
1646,가좌마을7단지 꿈에그린아파트 708동 하늘빛놀이터,10214,경기 고양시 일산서구 가좌동 가좌마을7단지아파트1105,2010-02-23,주택단지,운영,경기 고양시 일산서구 가좌동,민간
1647,가좌마을7단지 꿈에그린아파트 704동 숲속놀이터,10214,경기 고양시 일산서구 가좌동 가좌마을7단지아파트1105,2010-02-23,주택단지,운영,경기 고양시 일산서구 가좌동,민간
1676,시립백석어린이집 놀이터,10451,경기 고양시 일산동구 백석1동1235-1,2010-03-10,어린이집,운영,경기 고양시 일산동구 백석동,공공
1886,유진아파트 102동후면 놀이터,10352,경기도 고양시 일산서구 일산동 655-12,2010-05-12,주택단지,운영,경기 고양시 일산서구 일산동,민간
2086,강선마을 10단지 한양아파트 놀이터,10366,경기도 고양시 일산서구 주엽동 75,2010-06-04,주택단지,운영,경기 고양시 일산서구 주엽동,민간
2094,소만마을 3단지 어린이 놀이시설,10531,경기 고양시 덕양구 행신동799,2010-06-03,주택단지,운영,경기 고양시 덕양구 행신동,민간
2127,하늘마을6단지 주공아파트 603동앞 제1놀이터,10335,"경기 고양시 일산동구 중산동 하늘마을6,7단지아파트1717",2010-06-15,주택단지,운영,경기 고양시 일산동구 중산동,민간
2128,하늘마을6단지 주공아파트 606동앞 제2놀이터,10335,"경기 고양시 일산동구 중산동 하늘마을6,7단지아파트1717",2010-06-15,주택단지,운영,경기 고양시 일산동구 중산동,민간
2129,하늘마을6단지 주공아파트 609동앞 제3놀이터,10335,"경기 고양시 일산동구 중산동 하늘마을6,7단지아파트1717",2010-06-15,주택단지,운영,경기 고양시 일산동구 중산동,민간
2184,탄현 일산 동문1차아파트 102동앞 놀이터,10348,경기도 고양시 일산서구 탄현동 17-52,2010-06-25,주택단지,운영,경기 고양시 일산서구 탄현동,민간
2185,탄현 일산 동문1차아파트 104동뒤 놀이터,10348,경기도 고양시 일산서구 탄현동 17-52,2010-06-25,주택단지,운영,경기 고양시 일산서구 탄현동,민간
2186,샘터마을 1단지 어린이 놀이시설 2,10519,경기 고양시 덕양구 행신동973,1997-09-20,주택단지,운영,경기 고양시 덕양구 행신동,민간
2187,샘터마을 1단지 어린이 놀이시설 1,10519,경기 고양시 덕양구 행신동973,1997-09-20,주택단지,운영,경기 고양시 덕양구 행신동,민간
2192,화성 그린빌 아파트 어린이 놀이시설,10275,경기 고양시 덕양구 고양동103,2010-07-07,주택단지,운영,경기 고양시 덕양구 고양동,민간
2193,문촌 9단지주공아파트 놀이터(분양),10388,경기도 고양시 일산서구 주엽동 28,2010-06-28,주택단지,운영,경기 고양시 일산서구 주엽동,민간
2232,가와지어린이공원 놀이터,10370,경기 고양시 일산서구 대화동2113,1995-01-01,도시공원,운영,경기 고양시 일산서구 대화동,공공
2233,이물재어린이공원 놀이터,10360,경기 고양시 일산서구 주엽동39,2010-07-02,도시공원,운영,경기 고양시 일산서구 주엽동,공공
2349,성저마을 8단지(건영)아파트 놀이터,10368,경기 고양시 일산서구 대화동 성저마을8단지건영빌라2073,2010-07-29,주택단지,운영,경기 고양시 일산서구 대화동,민간
2527,유진스웰아파트내 숲 어린이 놀이터,10352,"경기도 고양시 일산서구 일중로15번길 128 (일산동, 유진스웰아파트)유진스웰2차아파트",2010-09-06,주택단지,운영,경기 고양시 일산서구 일산동,민간
2585,푸른마을 7단지 어린이 놀이시설 2,10270,경기 고양시 덕양구 고양동752,2010-09-16,주택단지,운영,경기 고양시 덕양구 고양동,민간
2586,푸른마을 7단지 어린이 놀이시설 1,10270,경기 고양시 덕양구 고양동752,2010-09-16,주택단지,운영,경기 고양시 덕양구 고양동,민간
2703,일산 덕이 현대I'PARK아파트 5BL 501동우측면 놀이터,10234,경기도 고양시 일산서구 덕이동 산145-1 현대I'PARK아파트 5BL,2010-10-25,주택단지,운영,경기 고양시 일산서구 덕이동,민간
2704,일산 덕이 현대I'PARK아파트 5BL 504동 508동 사이 놀이터,10234,경기도 고양시 일산서구 덕이동 산145-1 현대I'PARK아파트 5BL,2010-10-25,주택단지,운영,경기 고양시 일산서구 덕이동,민간
2705,일산 덕이 현대I'PARK아파트 5BL 505동우측면 놀이터,10234,경기도 고양시 일산서구 덕이동 산145-1 현대I'PARK아파트 5BL,2010-10-25,주택단지,운영,경기 고양시 일산서구 덕이동,민간
2706,일산 덕이 현대I'PARK아파트 5BL 503동 506동 사이 놀이터,10234,경기도 고양시 일산서구 덕이동 산145-1 현대I'PARK아파트 5BL,2010-10-25,주택단지,운영,경기 고양시 일산서구 덕이동,민간
2748,덕이1블럭 I'PARK아파트 103동앞 놀이터1,10231,경기도 고양시 일산서구 덕이동 338-12,2010-11-04,주택단지,운영,경기 고양시 일산서구 덕이동,민간
2749,덕이1블럭 I'PARK아파트 104동앞 놀이터2,10231,경기도 고양시 일산서구 덕이동 338-12,2010-11-04,주택단지,운영,경기 고양시 일산서구 덕이동,민간
2750,덕이1블럭 I'PARK아파트 105동앞 놀이터3,10231,경기도 고양시 일산서구 덕이동 338-12,2010-11-04,주택단지,운영,경기 고양시 일산서구 덕이동,민간
2847,자유산새어린이집 놀이터,10279,경기 고양시 덕양구 대자동824-49,2010-11-22,어린이집,운영,경기 고양시 덕양구 대자동,민간
2902,밤가시 어린이공원 놀이터(일산15-2호 어린이공원),10406,경기도 고양시 일산동구 정발산동 1280,2010-11-29,도시공원,운영,경기 고양시 일산동구 정발산동,공공
2997,덕이1호근린공원놀이터,,경기 고양시 일산서구 덕이동산145-1,2010-12-17,도시공원,운영,경기 고양시 일산서구 덕이동,공공
2998,샘물어린이공원 놀이터,10229,경기 고양시 일산서구 덕이동1525,2010-12-17,도시공원,운영,경기 고양시 일산서구 덕이동,공공
2999,아지랑이어린이공원 놀이터,,경기 고양시 일산서구 덕이동산142-4,2010-12-17,도시공원,운영,경기 고양시 일산서구 덕이동,공공
3000,잎새어린이공원 놀이터,,경기 고양시 일산서구 덕이동582-2,2010-12-17,도시공원,운영,경기 고양시 일산서구 덕이동,공공
3001,한별어린이공원 놀이터,,경기 고양시 일산서구 덕이동374-12,2010-12-17,도시공원,운영,경기 고양시 일산서구 덕이동,공공
16400,예그리나어린이집,10287,경기도 고양시 덕양구 통일로 749-16 (관산동),1988-04-24,어린이집,운영,경기 고양시 덕양구 관산동,민간
16401,이플어린이집놀이터,10266,경기 고양시 덕양구 관산동543-2번지,2006-01-01,어린이집,운영,경기 고양시 덕양구 관산동,민간
16402,희망어린이집,10264,경기 고양시 덕양구 내유동5-1번지,2005-11-10,어린이집,운영,경기 고양시 덕양구 관산동,민간
16404,삼송어린이집 놀이터,10556,경기 고양시 덕양구 삼송동61-61번지,1993-06-01,어린이집,운영,경기 고양시 덕양구 삼송동,공공
16405,고양시청어린이집,10459,경기 고양시 덕양구 주교동588번지,2007-07-01,어린이집,운영,경기 고양시 덕양구 주교동,공공
16406,은진어린이집 놀이터,10532,경기도 고양시 덕양구 충경로 151 (행신동)소만마을 1단지 내 은진어린이집,2000-12-01,어린이집,운영,경기 고양시 덕양구 행신동,민간
16407,예솜키즈어린이집 놀이터,10472,경기 고양시 덕양구 화정동861번지화수빌딩3층,2011-02-18,어린이집,운영,경기 고양시 덕양구 화정동,민간
16409,참좋은어린이집,10482,경기 고양시 덕양구 화정동83-4번지,1996-02-28,어린이집,운영,경기 고양시 덕양구 화정동,민간
16410,동심어린이집 놀이터,10417,"경기도 고양시 일산동구 강촌로 191 (마두동, 백마마을4단지아파트)백마마을 4단지내",2011-04-12,어린이집,운영,경기 고양시 일산동구 마두동,민간
16411,삼성키즈어린이집 놀이터,10416,"경기도 고양시 일산동구 일산로 241 (마두동, 백마마을1단지아파트)(마두동)",2006-01-17,어린이집,운영,경기 고양시 일산동구 마두동,민간
16412,푸른아이세상어린이집 놀이터,10259,경기 고양시 일산동구 사리현동636-1,2001-12-28,어린이집,운영,경기 고양시 일산동구 사리현동,민간
16413,창의어린이집 놀이터,10304,경기 고양시 일산동구 식사동603-13,2005-10-01,어린이집,운영,경기 고양시 일산동구 식사동,민간
16415,두산어린이집 놀이터,10336,경기도 고양시 일산동구 중산로 269 (중산동),2011-01-24,어린이집,운영,경기 고양시 일산동구 중산동,민간
16416,국제어린이집 놀이터,10361,경기도 고양시 일산서구 대산로 55 (주엽동)강선마을 4단지내 국제어린이집,2003-06-01,어린이집,운영,경기 고양시 일산서구 주엽동,민간
16417,동화어린이집 놀이터,10378,"경기도 고양시 일산서구 주엽로 161 (주엽동, 문촌마을8단지아파트)동화어린이집",2007-08-30,어린이집,운영,경기 고양시 일산서구 주엽동,민간
16425,킨더랜드,10500,경기도 고양시 덕양구 화신로260번길 57 (화정동)요진타워빌딩 5층,1996-12-24,식품접객업소,운영,경기 고양시 덕양구 화정동,민간
16428,꽃물공원 어린이놀이터,10475,고양시 덕양구 화정동 867번지,1996-01-01,도시공원,운영,경기 고양시 덕양구 화정동,공공
16429,은빛공원 어린이놀이터,10474,고양시 덕양구 화정동 872번지,1996-01-01,도시공원,운영,경기 고양시 덕양구 화정동,공공
16430,별빛공원 어린이놀이터,10501,고양시 덕양구 화정동 943번지,1996-01-01,도시공원,운영,경기 고양시 덕양구 화정동,공공
16431,마상공원 어린이놀이터,10459,경기도 고양시 덕양구 원당로69번길 46 (주교동),1999-11-01,도시공원,운영,경기 고양시 덕양구 주교동,공공
16433,성라공원(7지역) 어린이놀이터,10480,경기 고양시 덕양구 성사2동267번지,2004-12-01,도시공원,운영,경기 고양시 덕양구 성사동,공공
16434,성라공원(9지역) 어린이놀이터,,경기 고양시 덕양구 화정동148-40,2004-12-01,도시공원,운영,경기 고양시 덕양구 성사동,공공
16435,대화레포츠공원 어린이놀이터,10223,경기도 고양시 일산서구 대화로 166 (대화동),2002-02-01,도시공원,운영,경기 고양시 일산서구 대화동,공공
16436,송포공원 어린이놀이터,10219,경기 고양시 일산서구 대화동1495-1,2003-10-01,도시공원,운영,경기 고양시 일산서구 대화동,공공
16437,숯고개공원 어린이놀이터,10344,경기 고양시 일산서구 탄현동1580,2005-08-01,도시공원,운영,경기 고양시 일산서구 탄현동,공공
16438,가좌공원 어린이놀이터,10210,경기 고양시 일산서구 가좌동1098,2005-12-01,도시공원,운영,경기 고양시 일산서구 가좌동,공공
16440,관산동 공공어린이놀이터(207-20),10287,경기 고양시 덕양구 관산동207-20,1980-01-01,도시공원,운영,경기 고양시 덕양구 관산동,공공
16441,가장동2 공공어린이놀이터(548-15),10266,경기 고양시 덕양구 관산동548-15,1980-01-01,도시공원,운영,경기 고양시 덕양구 관산동,공공
16442,검바골 어린이공원 놀이터(일산1호 어린이공원),10445,고양시 일산동구 백석1동 1156,1995-01-01,도시공원,운영,경기 고양시 일산동구 백석동,공공
16443,간이 어린이공원 놀이터(일산2호 어린이공원),10446,경기 고양시 일산동구 백석동1269,1995-12-31,도시공원,운영,경기 고양시 일산동구 백석동,공공
16445,모범 어린이공원 놀이터(일산8호 어린이공원),10416,고양시 일산동구 마두2동 756,1995-12-31,도시공원,운영,경기 고양시 일산동구 마두동,공공
16446,말머리 어린이공원 놀이터(일산9호 어린이공원),10415,고양시 일산동구 마두동 790,1995-12-31,도시공원,운영,경기 고양시 일산동구 마두동,공공
16447,설촌 어린이공원 놀이터(일산11호 어린이공원),10412,고양시 일산동구 마두동 874,1995-12-31,도시공원,운영,경기 고양시 일산동구 마두동,공공
16451,사제 어린이공원 놀이터(일산18호 어린이공원),10358,경기 고양시 일산동구 정발산동1241,1995-12-31,도시공원,운영,경기 고양시 일산동구 정발산동,공공
16462,중산삼애 어린이공원 놀이터(중산8호 어린이공원),10332,고양시 일산동구 중산동 1575-1,1995-12-31,도시공원,운영,경기 고양시 일산동구 중산동,공공
16464,목련 어린이공원 놀이터,10303,고양시 일산동구 풍동 1248,2006-12-31,도시공원,운영,경기 고양시 일산동구 풍동,공공
16465,산수유 어린이공원 놀이터,10303,고양시 일산동구 풍동 1240-3,2006-12-31,도시공원,운영,경기 고양시 일산동구 풍동,공공
16466,느티나무 어린이공원 놀이터,10306,고양시 일산동구 풍동 1259,2006-12-31,도시공원,운영,경기 고양시 일산동구 풍동,공공
16467,이팝나무 어린이공원 놀이터,10305,고양시 일산동구 풍동 1262,2006-12-31,도시공원,운영,경기 고양시 일산동구 풍동,공공
16468,벚나무 어린이공원 놀이터,10306,고양시 일산동구 풍동 1269,2006-12-31,도시공원,운영,경기 고양시 일산동구 풍동,공공
16470,참나무 어린이공원 놀이터,10308,고양시 일산동구 풍동 1299,2006-12-31,도시공원,운영,경기 고양시 일산동구 풍동,공공
16471,소나무 어린이공원 놀이터,,고양시 일산동구 1287,2006-12-31,도시공원,운영,경기 고양시 일산동구 풍동,공공
16473,참이맛뼈다귀 전문점,10495,고양시 덕양구 행신동 950-2,2002-01-01,식품접객업소,운영,경기 고양시 덕양구 행신동,민간
16508,화로구이,10354,경기도 고양시 일산서구 일산동 1673-8,2005-12-30,식품접객업소,운영,경기 고양시 일산서구 일산동,민간
16536,스파렉스탄현점,10347,경기도 고양시 일산서구 일산동 2023,2003-10-11,목욕장업소,운영,경기 고양시 일산서구 일산동,민간
16537,달빛마을 1단지 어린이 놀이시설 (105동),10472,경기도 고양시 덕양구 화중로 219 (화정동，달빛마을1단지아파트),1996-01-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16538,달빛마을 1단지 어린이 놀이시설 (116동),10472,경기도 고양시 덕양구 화중로 219 (화정동，달빛마을1단지아파트),1996-01-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16539,달빛마을 1단지 어린이 놀이시설 (115동),10472,경기도 고양시 덕양구 화중로 219 (화정동，달빛마을1단지아파트),1996-01-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16540,달빛마을 1단지 어린이 놀이시설 (106동),10472,경기도 고양시 덕양구 화중로 219 (화정동，달빛마을1단지아파트),1996-01-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16541,달빛마을 2단지(라이프) 어린이 놀이시설 2,10473,"경기도 고양시 덕양구 화중로 222 (화정동, 달빛마을2단지아파트)",1996-10-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16542,달빛마을 2단지(라이프) 어린이 놀이시설 1,10473,"경기도 고양시 덕양구 화중로 222 (화정동, 달빛마을2단지아파트)",1996-10-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16543,달빛마을 2단지부영아파트 209동놀이터,10473,경기도 고양시 덕양구 화중로 222 (화정동，달빛마을2단지아파트),1996-10-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16544,달빛마을 2단지부영아파트 205동놀이터,10473,경기도 고양시 덕양구 화중로 222 (화정동，달빛마을2단지아파트),1996-01-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16545,달빛마을 2단지부영아파트 203동놀이터,10473,경기도 고양시 덕양구 화중로 222 (화정동，달빛마을2단지아파트),1996-10-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16546,달빛마을 3단지 어린이 놀이시설 2,10475,"경기도 고양시 덕양구 화수로 22 (화정동, 달빛마을3단지아파트)",2007-09-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16547,달빛마을 3단지 어린이 놀이시설 1,10475,경기 고양시 덕양구 화정동866,2007-09-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16548,달빛마을 4단지 어린이 놀이시설 1,10475,"경기도 고양시 덕양구 화중로 171 (화정동, 달빛마을4단지아파트)",1995-10-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16549,달빛마을 4단지 어린이 놀이시설 2,10475,"경기도 고양시 덕양구 화중로 171 (화정동, 달빛마을4단지아파트)",1995-08-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16550,무원마을 2단지 어린이 놀이시설,10528,"경기도 고양시 덕양구 화신로 33 (행신동, 무원마을2단지아파트)",1994-11-05,주택단지,운영,경기 고양시 덕양구 행신동,민간
16551,무원마을 3단지 어린이 놀이시설,10527,"경기도 고양시 덕양구 용현로 20 (행신동, 무원마을3단지아파트)",1994-05-27,주택단지,운영,경기 고양시 덕양구 행신동,민간
16552,무원마을 5단지 어린이 놀이시설 2,10527,고양시 덕양구 행신동 767,1995-04-29,주택단지,운영,경기 고양시 덕양구 행신동,민간
16554,무원마을 8단지 어린이 놀이시설,10522,경기도 고양시 덕양구 무원로 19 (행신동),1994-12-01,주택단지,운영,경기 고양시 덕양구 행신동,민간
16555,무원마을 9단지 기산아파트 어린이 놀이시설,10521,경기도 고양시 덕양구 무원로 37 (행신동),2014-09-01,주택단지,운영,경기 고양시 덕양구 행신동,민간
16556,무원마을 10단지 어린이 놀이시설 3,10521,"경기도 고양시 덕양구 무원로 63 (행신동, 무원마을10단지아파트)",1994-10-30,주택단지,운영,경기 고양시 덕양구 행신동,민간
16557,무원마을 10단지 어린이 놀이시설 2,10521,"경기도 고양시 덕양구 무원로 63 (행신동, 무원마을10단지아파트)",1994-10-30,주택단지,운영,경기 고양시 덕양구 행신동,민간
16558,무원마을 10단지 어린이 놀이시설 1,10521,"경기도 고양시 덕양구 무원로 63 (행신동, 무원마을10단지아파트)",1994-10-30,주택단지,운영,경기 고양시 덕양구 행신동,민간
16559,별빛마을 7단지 어린이 놀이시설 3(711동),10501,"경기도 고양시 덕양구 화신로 340 (화정동, 별빛마을7단지아파트)",2006-10-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16560,별빛마을 7단지 어린이 놀이시설 2(702동),10501,"경기도 고양시 덕양구 화신로 340 (화정동, 별빛마을7단지아파트)",2006-11-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16561,별빛마을 7단지 어린이 놀이시설 1,10501,"경기도 고양시 덕양구 화신로 340 (화정동, 별빛마을7단지아파트)",2006-10-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16562,별빛마을 9단지 어린이 놀이시설 4,10502,"경기도 고양시 덕양구 화신로 311 (화정동, 별빛마을9단지아파트)",2006-10-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16563,별빛마을 9단지 어린이 놀이시설 3,10502,"경기도 고양시 덕양구 화신로 311 (화정동, 별빛마을9단지아파트)",2006-10-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16564,별빛마을 9단지 어린이 놀이시설 2,10502,"경기도 고양시 덕양구 화신로 311 (화정동, 별빛마을9단지아파트)",2006-10-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16565,별빛마을 9단지 어린이 놀이시설 1,10502,"경기도 고양시 덕양구 화신로 311 (화정동, 별빛마을9단지아파트)",2006-10-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
16566,샘터마을 2단지 어린이 놀이시설 7(206동옆),10518,경기도 고양시 덕양구 충장로 118-30 (행신동),1996-10-01,주택단지,운영,경기 고양시 덕양구 행신동,민간
16568,샘터마을 2단지 어린이 놀이시설 5(211동),10518,경기도 고양시 덕양구 충장로 118-30 (행신동),1996-10-01,주택단지,운영,경기 고양시 덕양구 행신동,민간
16569,샘터마을 2단지 어린이 놀이시설 4(213동),10518,경기도 고양시 덕양구 충장로 118-30 (행신동),1996-10-01,주택단지,운영,경기 고양시 덕양구 행신동,민간
16570,샘터마을 2단지 어린이 놀이시설 3(217동),10518,경기도 고양시 덕양구 충장로 118-30 (행신동),1996-10-01,주택단지,운영,경기 고양시 덕양구 행신동,민간
16571,샘터마을 2단지 어린이 놀이시설 2(224동),10518,경기도 고양시 덕양구 충장로 118-30 (행신동),1996-10-01,주택단지,운영,경기 고양시 덕양구 행신동,민간
16574,서정마을 1단지 어린이 놀이시설 3(111동 옆),10486,"경기도 고양시 덕양구 서정마을2로 6 (행신동, 서정마을1단지아파트)",2008-07-23,주택단지,운영,경기 고양시 덕양구 행신동,공공
16576,서정마을 1단지 어린이 놀이시설 2(106동 옆),10486,"경기도 고양시 덕양구 서정마을2로 6 (행신동, 서정마을1단지아파트)",2008-07-23,주택단지,운영,경기 고양시 덕양구 행신동,공공
16578,서정마을 1단지 어린이 놀이시설 5(105동옆),10486,"경기도 고양시 덕양구 서정마을2로 6 (행신동, 서정마을1단지아파트)",2008-07-23,주택단지,운영,경기 고양시 덕양구 행신동,공공
16580,서정마을 1단지 어린이 놀이시설 4,10486,"경기도 고양시 덕양구 서정마을2로 6 (행신동, 서정마을1단지아파트)",2008-07-23,주택단지,운영,경기 고양시 덕양구 행신동,공공
16581,서정마을 3단지 어린이 놀이시설 4(유아놀이터),10534,"경기도 고양시 덕양구 소원로 267 (행신동, 서정마을3단지아파트)",2008-07-03,주택단지,운영,경기 고양시 덕양구 행신동,공공
16582,서정마을 3단지 어린이 놀이시설 3(308동 옆),10534,"경기도 고양시 덕양구 소원로 267 (행신동, 서정마을3단지아파트)",2008-07-03,주택단지,운영,경기 고양시 덕양구 행신동,공공
16583,서정마을 3단지 어린이 놀이시설 2(313동 옆),10534,"경기도 고양시 덕양구 소원로 267 (행신동, 서정마을3단지아파트)",2008-07-03,주택단지,운영,경기 고양시 덕양구 행신동,공공
16584,서정마을 3단지 어린이 놀이시설 1(314동 옆),10534,"경기도 고양시 덕양구 소원로 267 (행신동, 서정마을3단지아파트)",2008-07-03,주택단지,운영,경기 고양시 덕양구 행신동,공공
16585,서정마을 11단지 어린이 놀이시설,10535,경기 고양시 덕양구 행신동1113,2009-11-30,주택단지,운영,경기 고양시 덕양구 행신동,민간
