시설번호,놀이시설명,우편번호,주 소,설치일자,설치장소,운영구분,지역분류,민공구분
546377,삼송마을14단지1404동앞유아놀이터,10558,"경기도 고양시 덕양구 권율대로 726 (원흥동, 삼송마을14단지아파트)",2014-07-07,주택단지,운영,경기 고양시 덕양구 원흥동,민간
546668,고양청사푸르미어린이집,10497,경기도 고양시 덕양구 화중로104번길 50 (화정동),2013-10-02,어린이집,운영,경기 고양시 덕양구,공공
546682,온새미어린이집 실외놀이시설,10552,경기도 고양시 덕양구 서오릉로663번길 68-17 (원흥동),2014-07-03,어린이집,운영,경기 고양시 덕양구,민간
546683,온새미어린이집 실외놀이시설(옥상),10552,경기도 고양시 덕양구 서오릉로663번길 68-17 (원흥동),2014-07-03,어린이집,운영,경기 고양시 덕양구,민간
546820,국립암센터어린이집 놀이터,10408,경기도 고양시 일산동구 일산로 323 (마두동),2014-07-25,어린이집,운영,경기 고양시 일산동구 마두동,민간
546828,식사꿈동산어린이집 놀이터,10323,경기도 고양시 일산동구 위시티2로 41 (식사동),2014-08-08,어린이집,운영,경기 고양시 일산동구 식사동,민간
546860,구름빵 이마트 풍산점,10311,경기도 고양시 일산동구 무궁화로 237 (중산동)이마트 풍산점 2층,2014-08-18,대규모점포,운영,경기 고양시 일산동구 중산동,민간
546952,강촌마을5단지509동앞놀이터2,10415,경기도 고양시 일산동구 강석로 110 (마두동，강촌마을5단지아파트),2014-08-06,주택단지,운영,경기 고양시 일산동구 마두동,민간
547040,대자20통어린이놀이터,10278,경기도 고양시 덕양구 통일로414번길 81-6 (대자동),2014-09-01,도시공원,운영,경기 고양시 덕양구 대자동,공공
547051,일신삼익아파트101동뒤어린이놀이터,10348,경기도 고양시 일산서구 원일로21번길 43 (일산동，일신삼익아파트),2014-08-22,주택단지,운영,경기 고양시 일산서구 일산동,민간
547071,가람어린이집,10492,경기도 고양시 덕양구 행신로279번길 46 (행신동),2014-08-18,어린이집,운영,경기 고양시 덕양구,민간
547172,고양시립신원어린이집 놀이터2,10566,경기도 고양시 덕양구 신원2로 57 (신원동)신원동158-4,2013-08-10,어린이집,운영,경기 고양시 덕양구 신원동,민간
547174,고양시립신원어린이집 놀이터1,10566,경기도 고양시 덕양구 신원2로 57 (신원동)신원동158-4,2013-08-10,어린이집,운영,경기 고양시 덕양구 신원동,민간
547175,고양시립신원어린이집 놀이터 3,10566,경기도 고양시 덕양구 신원2로 57 (신원동)신원동158-4,2013-08-10,어린이집,운영,경기 고양시 덕양구 신원동,민간
547319,흰돌마을2단지 청구아파트 옥상 놀이터,10421,경기도 고양시 일산동구 중앙로 1123 (백석동，흰돌마을2단지아파트),2014-08-20,주택단지,운영,경기 고양시 일산동구 백석동,민간
547418,신한은행 새싹어린이집 놀이터(옥상),10387,경기도 고양시 일산서구 중앙로 1442 (주엽동),2012-11-01,어린이집,운영,경기 고양시 일산서구 주엽동,민간
547726,고양시립 삼송어린이집 놀이터,10589,경기도 고양시 덕양구 덕수천1로 73 (삼송동),2014-04-18,어린이집,운영,경기 고양시 덕양구 삼송동,공공
547742,능곡1차현대홈타운102동어린이놀이터,10510,경기도 고양시 덕양구 능곡로 30-12 (토당동，현대홈타운1차아파트),2014-07-25,주택단지,운영,경기 고양시 덕양구 토당동,민간
547743,능곡1차현대홈타운103동어린이놀이터,10510,경기도 고양시 덕양구 능곡로 30-12 (토당동，현대홈타운1차아파트),2014-07-25,주택단지,운영,경기 고양시 덕양구 토당동,민간
547744,능곡1차현대홈타운107동어린이놀이터,10510,경기도 고양시 덕양구 능곡로 30-12 (토당동，현대홈타운1차아파트),2014-07-25,주택단지,운영,경기 고양시 덕양구 토당동,민간
547745,원흥도래울1단지보육시설앞유아놀이터,10551,"경기도 고양시 덕양구 삼원로 102 (원흥동, 엘에이치원흥도래울마을1단지)",2014-10-02,주택단지,운영,경기 고양시 덕양구 원흥동,민간
547746,원흥도래울1단지106동앞어린이놀이터-1,10551,"경기도 고양시 덕양구 삼원로 102 (원흥동, 엘에이치원흥도래울마을1단지)",2014-10-02,주택단지,운영,경기 고양시 덕양구 원흥동,민간
547747,원흥도래울1단지주민공동시설앞어린이놀이터-2,10551,"경기도 고양시 덕양구 삼원로 102 (원흥동, 엘에이치원흥도래울마을1단지)",2014-10-02,주택단지,운영,경기 고양시 덕양구 원흥동,민간
547772,한우물어린이공원(삼송지구1호) 놀이터,10568,경기도 고양시 덕양구 통일로 345 (신원동)(신원동 27-5),2014-10-02,도시공원,운영,경기 고양시 덕양구 신원동,공공
547776,송강이야기공원 어린이놀이터,10568,경기도 고양시 덕양구 통일로 345 (신원동)(신원동 127-1 일원),2014-10-16,도시공원,운영,경기 고양시 덕양구 신원동,공공
547874,백송마을6단지 대우벽산아파트(603동),10418,"경기도 고양시 일산동구 강촌로 192 (백석동, 백송마을6단지아파트)",2014-09-30,주택단지,운영,경기 고양시 일산동구,민간
548124,삼송스타클래스 102동놀이터,10587,"경기도 고양시 덕양구 덕수천1로 59 (삼송동, 삼송스타클래스)",2014-10-15,주택단지,운영,경기 고양시 덕양구,민간
548125,삼송스타클래스 106동놀이터,10587,"경기도 고양시 덕양구 덕수천1로 59 (삼송동, 삼송스타클래스)",2014-10-15,주택단지,운영,경기 고양시 덕양구,민간
548126,삼송스타클래스 108동놀이터,10587,"경기도 고양시 덕양구 덕수천1로 59 (삼송동, 삼송스타클래스)",2014-10-15,주택단지,운영,경기 고양시 덕양구,민간
548127,삼송스타클래스 보육원유아놀이터,10587,"경기도 고양시 덕양구 덕수천1로 59 (삼송동, 삼송스타클래스)",2014-10-15,주택단지,운영,경기 고양시 덕양구,민간
548594,숲속마을5단지풍동현대아이파크아파트505동아래놀이터,10306,"경기도 고양시 일산동구 숲속마을1로 87 (풍동, 숲속마을5단지아파트)",2014-11-13,주택단지,운영,경기 고양시 일산동구 풍동,민간
548598,고양원흥도래울마을2단지아파트어린이놀이터1,10551,"경기도 고양시 덕양구 도래울로 85 (도내동, 엘에이치원흥도래울마을2단지)",2014-05-26,주택단지,운영,경기 고양시 덕양구,민간
548599,고양원흥도래울마을2단지아파트어린이놀이터2,10551,"경기도 고양시 덕양구 도래울로 85 (도내동, 엘에이치원흥도래울마을2단지)",2014-05-26,주택단지,운영,경기 고양시 덕양구,민간
548600,고양원흥도래울마을2단지아파트유아놀이터,10551,"경기도 고양시 덕양구 도래울로 85 (도내동, 엘에이치원흥도래울마을2단지)",2014-05-26,주택단지,운영,경기 고양시 덕양구,민간
548602,고양원흥도래울마을2단지아파트어린이놀이터3,10551,"경기도 고양시 덕양구 도래울로 85 (도내동, 엘에이치원흥도래울마을2단지)",2014-05-26,주택단지,운영,경기 고양시 덕양구,민간
548808,플레이타임 롯데아울렛 고양터미널점,10450,경기도 고양시 일산동구 중앙로 1036 (백석동),2014-10-01,대규모점포,운영,경기 고양시 일산동구 백석동,민간
548972,탄현마을 16단지 어린이집 놀이터,10345,"경기도 고양시 일산서구 현중로 10 (탄현동, 탄현마을16단지아파트)",2014-10-01,주택단지,운영,경기 고양시 일산서구,민간
548979,동산어린이공원(삼송지구3호) 놀이터,10597,경기도 고양시 덕양구 동세로 20 (동산동),2014-08-01,도시공원,운영,경기 고양시 덕양구 삼송동,공공
549198,푸른마을3단지 동익미라벨아파트 305동,10270,"경기도 고양시 덕양구 푸른마을로 15 (고양동, 푸른마을3단지아파트)",2014-12-02,주택단지,운영,경기 고양시 덕양구 고양동,민간
549248,숲속마을1단지 주공아파트 유아놀이터,10307,"경기도 고양시 일산동구 숲속마을1로 29-15 (풍동, 숲속마을1단지아파트)",2007-11-11,주택단지,운영,경기 고양시 일산동구 풍동,민간
549382,일신건영휴먼빌아파트102동앞어린이놀이터,10323,경기도 고양시 일산동구 위시티2로11번길 11 (식사동),2014-08-25,주택단지,운영,경기 고양시 일산동구 식사동,민간
549506,중산마을8단지대우삼성아파트809동옆놀이터,10333,"경기도 고양시 일산동구 탄중로 398 (중산동, 중산마을8단지아파트)",2014-12-28,주택단지,운영,경기 고양시 일산동구 중산동,민간
549619,글로벌숲 어린이집 놀이터,10552,경기도 고양시 덕양구 서오릉로663번길 34 (원흥동),2015-01-14,어린이집,운영,경기 고양시 덕양구 원흥동,민간
549628,하늘마을1단지 101동 뒤 놀이터,10355,"경기도 고양시 일산동구 중산로 101 (중산동, 하늘마을1단지아파트)101동",2014-12-01,주택단지,운영,경기 고양시 일산동구 중산동,민간
549629,하늘마을1단지 105옆 놀이터,10355,"경기도 고양시 일산동구 중산로 101 (중산동, 하늘마을1단지아파트)105동옆",2014-12-01,주택단지,운영,경기 고양시 일산동구 중산동,민간
549637,하늘마을4단지 유아놀이터,10311,"경기도 고양시 일산동구 하늘마을1로 7 (중산동, 하늘마을4단지아파트)",2014-12-01,주택단지,운영,경기 고양시 일산동구 중산동,민간
549764,대화마을 1단지 103동 옆 어린이놀이터,10219,"경기도 고양시 일산서구 대화1로 21 (대화동, 대화마을1단지아파트)",2015-01-01,주택단지,운영,경기 고양시 일산서구,민간
549894,고운 어린이 공원(원흥지구1),10488,경기도 고양시 덕양구 서정로 102-30 (도내동)도내동5-4,2014-12-08,도시공원,운영,경기 고양시 덕양구,공공
549896,도담 어린이 공원(원흥지구2),10551,경기도 고양시 덕양구 도래울2로 13-1 (도내동)(도내동 58-1 ),2014-12-08,도시공원,운영,경기 고양시 덕양구 도내동,공공
549955,동국대 일산병원 직장어린이집 놀이터,10301,경기도 고양시 일산동구 무궁화로 260 (풍동),2015-01-20,어린이집,운영,경기 고양시 일산동구 풍동,민간
549982,메가시티2아파트놀이터,10341,경기도 고양시 일산서구 원일로 117 (일산동),2014-12-01,주택단지,운영,경기 고양시 일산서구,민간
550157,미주7차아파트 가동놀이터,10346,"경기도 고양시 일산서구 일청로65번길 28 (일산동, 미주7차아파트)",2015-01-20,주택단지,운영,경기 고양시 일산서구 일산동,민간
550158,미주7차아파트 나동놀이터,10346,"경기도 고양시 일산서구 일청로65번길 28 (일산동, 미주7차아파트)",2015-01-20,주택단지,운영,경기 고양시 일산서구 일산동,민간
550655,일산예일어린이집 놀이터,10447,경기도 고양시 일산동구 장백로 88 (백석동),2015-03-02,어린이집,운영,경기 고양시 일산동구 백석동,민간
550750,일산광림교회 실내놀이시설,10301,경기도 고양시 일산동구 애니골길 20 (풍동)경기도 고양시 일산동구 풍동 564-3,2015-03-11,종교시설,운영,경기 고양시 일산동구 풍동,민간
550885,오금공원 어린이놀이터(1),10574,경기 고양시 덕양구 오금동168-1,2015-03-01,도시공원,운영,경기 고양시 덕양구 오금동,공공
550887,오금공원 어린이놀이터(2),10574,경기도 고양시 덕양구 큰골길 54 (오금동)오금동 산89-3,2015-03-01,도시공원,운영,경기 고양시 덕양구 오금동,공공
550959,한밀어린이집놀이터,10596,경기도 고양시 덕양구 고양대로1916번길 73-3 (동산동)[*미고시],2015-03-19,어린이집,운영,경기 고양시 덕양구 동산동,민간
551238,원흥 LH3단지 어린이놀이터1,10551,경기도 고양시 덕양구 도래울3로 36 (도내동)관리사무소,2015-04-15,주택단지,운영,경기 고양시 덕양구 원흥동,민간
551239,원흥 LH3단지 유아놀이터,10551,경기도 고양시 덕양구 도래울3로 36 (도내동)관리사무소,2015-04-15,주택단지,운영,경기 고양시 덕양구 원흥동,민간
551240,원흥 LH3단지 어린이놀이터4,10551,경기도 고양시 덕양구 도래울3로 36 (도내동)관리사무소,2015-04-15,주택단지,운영,경기 고양시 덕양구 원흥동,민간
551241,원흥 LH3단지 어린이놀이터3,10551,경기도 고양시 덕양구 도래울3로 36 (도내동)관리사무소,2015-04-15,주택단지,운영,경기 고양시 덕양구 원흥동,민간
551242,원흥 LH3단지 어린이놀이터2,10551,경기도 고양시 덕양구 도래울3로 36 (도내동)관리사무소,2015-04-15,주택단지,운영,경기 고양시 덕양구 원흥동,민간
551580,원마운트(OMT)센터 놀이터,10392,경기도 고양시 일산서구 한류월드로 300 (대화동),2015-04-28,대규모점포,운영,경기 고양시 일산서구 대화동,민간
551803,시립화정어린이집 놀이터2,10503,경기도 고양시 덕양구 화중로 20 (화정동),2011-06-01,어린이집,운영,경기 고양시 덕양구,민간
551835,가좌대우푸르지오212동놀이터,10209,"경기도 고양시 일산서구 가좌3로 45 (가좌동, 가좌마을2단지아파트)",2015-05-10,주택단지,운영,경기 고양시 일산서구,민간
551836,가좌대우푸르지오208동놀이터,10209,"경기도 고양시 일산서구 가좌3로 45 (가좌동, 가좌마을2단지아파트)",2015-05-10,주택단지,운영,경기 고양시 일산서구,민간
551927,일산병원직장어린이집 놀이터,10450,경기도 고양시 일산동구 강송로 49 (백석동),2015-06-01,어린이집,운영,경기 고양시 일산동구,민간
551928,고양삼송LH18단지유아놀이터,10587,"경기도 고양시 덕양구 덕수천1로 37 (삼송동, 삼송마을18단지)",2015-06-01,주택단지,운영,경기 고양시 덕양구,민간
551929,고양삼송LH18단지1812동놀이터,10587,"경기도 고양시 덕양구 덕수천1로 37 (삼송동, 삼송마을18단지)",2015-06-01,주택단지,운영,경기 고양시 덕양구,민간
551930,고양삼송LH18단지1815동놀이터,10587,"경기도 고양시 덕양구 덕수천1로 37 (삼송동, 삼송마을18단지)",2015-06-01,주택단지,운영,경기 고양시 덕양구,민간
551931,고양삼송LH18단지1805동놀이터,10587,"경기도 고양시 덕양구 덕수천1로 37 (삼송동, 삼송마을18단지)",2015-06-01,주택단지,운영,경기 고양시 덕양구,민간
551932,고양삼송LH18단지1814동놀이터,10587,"경기도 고양시 덕양구 덕수천1로 37 (삼송동, 삼송마을18단지)",2015-06-01,주택단지,운영,경기 고양시 덕양구,민간
552122,키즈올림픽 이마트 킨텍스점,10390,경기도 고양시 일산서구 킨텍스로 171 (대화동),2015-06-08,대규모점포,운영,경기 고양시 일산서구 대화동,민간
552264,춘천닭갈비막국수 놀이터,10571,경기도 고양시 덕양구 권율대로 886 (신원동)호평프라자 3층,2015-07-06,식품접객업소,운영,경기 고양시 덕양구 신원동,민간
552280,신원마을3단지 실내놀이터,10579,"경기도 고양시 덕양구 오금로 7 (신원동, 신원마을엘에이치3단지)",2015-07-01,주택단지,운영,경기 고양시 덕양구 신원동,민간
552416,삼송우남퍼스트빌아파트102동앞놀이터,10579,"경기도 고양시 덕양구 통일로 374 (신원동)(신원동, 우남퍼스트빌아파트)",2015-07-21,주택단지,운영,경기 고양시 덕양구,민간
552417,삼송우남퍼스트빌아파트104동앞놀이터,10579,"경기도 고양시 덕양구 통일로 374 (신원동)(신원동, 우남퍼스트빌아파트)",2015-07-21,주택단지,운영,경기 고양시 덕양구 신원동,민간
552418,삼송우남퍼스트빌아파트107동앞놀이터,10579,"경기도 고양시 덕양구 통일로 374 (신원동)(신원동, 우남퍼스트빌아파트)",2015-07-21,주택단지,운영,경기 고양시 덕양구 신원동,민간
552466,삼송2차아이파크 어린이놀이터3(2005동앞),10589,"경기도 고양시 덕양구 세솔로 73 (삼송동, 삼송2차 아이파크)",2015-07-24,주택단지,운영,경기 고양시 덕양구 삼송동,민간
552467,삼송2차아이파크 어린이놀이터2(2008동앞),10589,"경기도 고양시 덕양구 세솔로 73 (삼송동, 삼송2차 아이파크)",2015-07-24,주택단지,운영,경기 고양시 덕양구 삼송동,민간
552468,삼송2차아이파크 어린이놀이터1(2010동뒤),10589,"경기도 고양시 덕양구 세솔로 73 (삼송동, 삼송2차 아이파크)",2015-07-24,주택단지,운영,경기 고양시 덕양구 삼송동,민간
552514,삼송우남퍼스트빌 키즈룸놀이방,10579,"경기도 고양시 덕양구 통일로 374 (신원동)(신원동, 우남퍼스트빌아파트)",2015-08-04,주택단지,운영,경기 고양시 덕양구,민간
552572,사랑동이어린이집 놀이터,10270,"경기도 고양시 덕양구 푸른마을로 15 (고양동, 푸른마을3단지아파트)305동 104호",2015-08-04,어린이집,운영,경기 고양시 덕양구 고양동,민간
552968,내유동소공원,10264,경기도 고양시 덕양구 내유길 38-27 (내유동),2015-09-04,도시공원,운영,경기 고양시 덕양구 내유동,민간
553185,덕수공원 어린이놀이터,,경기 고양시 덕양구 삼송동341,2015-02-01,도시공원,운영,경기 고양시 덕양구 삼송동,공공
553238,일산뉴코아6층어린이놀이터(키즈정글인),10414,경기도 고양시 일산동구 중앙로 1206 (마두동),2015-09-01,대규모점포,운영,경기 고양시 일산동구 마두동,민간
553715,조관공원 어린이놀이터,10567,경기 고양시 덕양구 신원동607,2015-10-15,도시공원,운영,경기 고양시 덕양구 신원동,공공
553790,키즈빌리즈큐브,10285,"경기도 고양시 덕양구 통일로 760 (관산동, 더퍼스트프라임)301호",2015-10-28,식품접객업소,운영,경기 고양시 덕양구 관산동,민간
554453,리틀트라움어린이집 놀이시설,10339,경기도 고양시 일산서구 산현로132번길 46 (일산동)리틀트라움어린이집,2015-12-17,어린이집,운영,경기 고양시 일산서구 일산동,민간
554691,고양시립장미어린이집 실내놀이시설,10579,"경기도 고양시 덕양구 오금2로 26 (신원동, 신원마을엘에이치2단지)신원마을2단지 내",2015-10-21,어린이집,운영,경기 고양시 덕양구 신원동,공공
554867,맘스까페모모,10447,경기도 고양시 일산동구 중앙로 1074 (백석동)3층,2016-02-04,식품접객업소,운영,경기 고양시 일산동구 백석동,민간
555045,딸기가 좋아 키즈카페 삼송점,10595,경기도 고양시 덕양구 동송로 20 (동산동)하나로마트 2층,2016-02-23,식품접객업소,운영,경기 고양시 덕양구 동산동,민간
555229,일산 요진 Y-CITY 비거주동 옥상층,10450,경기도 고양시 일산동구 중앙로 1014 (백석동)일산 요진 Y-CITY,2016-03-08,주택단지,운영,경기 고양시 일산동구 백석동,민간
555230,일산 요진 Y-CITY 어린이놀이터1,10450,경기도 고양시 일산동구 중앙로 1014 (백석동)일산 요진 Y-CITY,2016-03-08,주택단지,운영,경기 고양시 일산동구 백석동,민간
555231,일산 요진 Y-CITY 어린이놀이터2,10450,경기도 고양시 일산동구 중앙로 1014 (백석동)일산 요진 Y-CITY,2016-03-08,주택단지,운영,경기 고양시 일산동구 백석동,민간
555232,일산 요진 Y-CITY 어린이놀이터3,10450,경기도 고양시 일산동구 중앙로 1014 (백석동)일산 요진 Y-CITY,2016-03-08,주택단지,운영,경기 고양시 일산동구 백석동,민간
555450,하람어린이집 실내놀이터,10265,경기도 고양시 덕양구 고골길 25 (관산동)1층,2016-03-01,어린이집,운영,경기 고양시 덕양구 관산동,민간
555594,로하스키즈까페,10450,경기도 고양시 일산동구 중앙로 1036 (백석동)고양터미널 지하1층,2016-04-21,식품접객업소,운영,경기 고양시 일산동구 백석동,민간
555698,풍성한교회,10370,경기도 고양시 일산서구 일산로695번길 53 (대화동)풍성한교회,2016-04-28,종교시설,운영,경기 고양시 일산서구 대화동,민간
555775,이바돔감자탕(식사점),,경기 고양시 일산동구 식사동847(3층),2016-05-10,식품접객업소,운영,경기 고양시 일산동구 식사동,민간
556393,행신10호 어린이공원,10517,경기 고양시 덕양구 행신동633-98,2016-06-22,도시공원,운영,경기 고양시 덕양구 행신동,공공
556395,무궁화아파트 어린이놀이터,10513,경기 고양시 덕양구 행신동634-98,2016-06-22,도시공원,운영,경기 고양시 덕양구 행신동,공공
556396,이바돔감자탕 행신점,10526,경기도 고양시 덕양구 충장로 14 (행신동)2층,2016-06-22,식품접객업소,운영,경기 고양시 덕양구 행신동,민간
556473,탄현근린공원 유아숲체험장,10249,경기 고양시 일산서구 탄현동94-1,2016-04-26,도시공원,운영,경기 고양시 일산서구 탄현동,공공
556543,고양삼송4단지아파트405동앞어린이놀이터,10568,경기도 고양시 덕양구 권율대로 907 (신원동)삼송4단지아파트,2016-07-04,주택단지,운영,경기 고양시 덕양구 신원동,민간
556544,고양삼송4단지아파트410동뒤어린이놀이터,10568,경기도 고양시 덕양구 권율대로 907 (신원동)삼송4단지아파트,2016-07-04,주택단지,운영,경기 고양시 덕양구 신원동,민간
556545,고양삼송4단지아파트411동앞어린이놀이터,10568,경기도 고양시 덕양구 권율대로 907 (신원동)삼송4단지아파트,2016-07-04,주택단지,운영,경기 고양시 덕양구 신원동,민간
556639,매미골,10580,경기 고양시 덕양구 지축동143-1,2016-07-05,식품접객업소,운영,경기 고양시 덕양구 지축동,민간
556762,만삼이식당,10568,"경기도 고양시 덕양구 권율대로 885 (신원동)2층 204호,205호",2016-07-17,식품접객업소,운영,경기 고양시 덕양구 신원동,민간
556829,고양삼송4단지아파트404동앞어린이놀이터2,,경기 고양시 덕양구 신원동78 고양 삼송 아파트,2016-07-18,주택단지,운영,경기 고양시 덕양구 신원동,민간
556878,신원마을 2단지 주민복지관2층 실내놀이시설,10579,"경기도 고양시 덕양구 오금2로 26 (신원동, 신원마을엘에이치2단지)",2016-07-30,주택단지,운영,경기 고양시 덕양구 신원동,민간
556901,쿠우쿠우일산호수공원점,10403,경기도 고양시 일산동구 백마로 195 (장항동)3층,2016-08-04,식품접객업소,운영,경기 고양시 일산동구 장항동,민간
556984,월드메르디앙주상복합아파트 놀이터2,10352,경기 고양시 일산서구 일산동955-10,2016-08-16,주상복합,운영,경기 고양시 일산서구 일산동,민간
557254,아이점프 중산점,10331,경기도 고양시 일산동구 중산로 252 (중산동)301호,2016-09-06,놀이제공영업소,운영,경기 고양시 일산동구 중산동,민간
557474,양정골,10301,경기도 고양시 일산동구 애니골길 60-1 (풍동)1층,2016-09-11,식품접객업소,운영,경기 고양시 일산동구 풍동,민간
557481,조마루감자탕삼송점,10568,경기도 고양시 덕양구 권율대로 893 (신원동)파스텔시티 2층,2016-10-04,식품접객업소,운영,경기 고양시 덕양구 삼송동,민간
557621,고양삼송 화성파크드림 어린이놀이터1 (103동 어린이집 옆),10598,경기 고양시 덕양구 동산동343,2016-10-10,주택단지,운영,경기 고양시 덕양구 동산동,민간
557622,고양삼송 화성파크드림 어린이놀이터2 (114동115동 사이),10598,경기 고양시 덕양구 동산동343,2016-10-10,주택단지,운영,경기 고양시 덕양구 동산동,민간
557687,고양시립행복어린이집,10486,경기 고양시 덕양구 행신동1064,2016-09-30,어린이집,운영,경기 고양시 덕양구 행신동,공공
557721,원흥닭한마리,10551,경기도 고양시 덕양구 도래울안길 12 (도내동)1층,2016-10-20,식품접객업소,운영,경기 고양시 덕양구 도내동,민간
557880,원흥마을 11단지 1101동 앞 놀이시설,10555,경기 고양시 덕양구 원흥동494-7,2016-10-31,주택단지,운영,경기 고양시 덕양구 원흥동,민간
557881,원흥마을 11단지 보육시설 옆 놀이시설,10555,경기 고양시 덕양구 원흥동494-7,2016-10-31,주택단지,운영,경기 고양시 덕양구 원흥동,민간
558263,쿠우쿠우 삼송원흥점,10564,경기 고양시 덕양구 원흥동629번지 한일골드타워 9층,2016-12-09,식품접객업소,운영,경기 고양시 덕양구 원흥동,민간
558438,벨라시타 일산점 챔피언,10450,"경기도 고양시 일산동구 강송로 33 (백석동, 일산요진와이시티)벨라시타 지하1층",2016-12-21,대규모점포,운영,경기 고양시 일산동구 백석동,민간
558866,양촌리,10446,경기도 고양시 일산동구 강석로 2 (백석동),2017-01-06,식품접객업소,운영,경기 고양시 일산동구 백석동,민간
558966,동궁스파놀이시설,10421,"경기도 고양시 일산동구 중앙로 1123 (백석동, 흰돌마을2단지아파트)청구코아 지하",2017-02-10,목욕장업소,운영,경기 고양시 일산동구,민간
559015,숲체험상아어린이집 놀이터,10293,경기도 고양시 덕양구 서삼릉길 40-56 (성사동),2017-02-23,어린이집,운영,경기 고양시 덕양구 성사동,민간
559050,일산주엽 릴리펏,10386,경기도 고양시 일산서구 중앙로 1406 (주엽동)한솔코아 306호,2017-02-25,식품접객업소,운영,경기 고양시 일산서구 주엽동,민간
559400,어울놀이,10568,"경기도 고양시 덕양구 권율대로 893 (신원동)6층 606, 607호 (파스텔시티)",2017-03-05,식품접객업소,운영,경기 고양시 덕양구 신원동,민간
559435,북청수제본만두,10564,"경기도 고양시 덕양구 원흥3로 16 (원흥동)205,206,207호",2017-04-04,식품접객업소,운영,경기 고양시 덕양구 원흥동,민간
559664,조마루감자탕 원흥점,10551,"경기 고양시 덕양구 도내동964,KB골든타워 2층 202,203호",2017-04-20,식품접객업소,운영,경기 고양시 덕양구 도내동,민간
559740,고기가카페 놀이시설,10456,경기도 고양시 덕양구 대장길50번길 79-9 (대장동),2017-04-24,식품접객업소,운영,경기 고양시 덕양구 대장동,민간
559767,고양삼송동일스위트1차아파트 708동 앞 어린이놀이터 1,10567,"경기도 고양시 덕양구 신원2로 50 (신원동, 신원마을7단지 삼송 동일스위트1차)",2017-04-24,주택단지,운영,경기 고양시 덕양구 신원동,민간
559768,고양삼송동일스위트1차아파트 705동 앞 어린이놀이터2,10567,"경기도 고양시 덕양구 신원2로 50 (신원동, 신원마을7단지 삼송 동일스위트1차)",2017-04-24,주택단지,운영,경기 고양시 덕양구 신원동,민간
559769,고양삼송동일스위트1차아파트 702동 앞 유아놀이터,10567,"경기도 고양시 덕양구 신원2로 50 (신원동, 신원마을7단지 삼송 동일스위트1차)",2017-04-25,주택단지,운영,경기 고양시 덕양구 신원동,민간
559902,원흥호반베르디움더퍼스트(고양원흥지구A5블럭) 어린이놀이터1(501동 앞),,경기 고양시 덕양구 도내동1006,2017-05-12,주택단지,운영,경기 고양시 덕양구 도내동,민간
559915,원흥호반베르디움더퍼스트(고양원흥지구A5블럭) 어린이놀이터1(506동 뒤),,경기 고양시 덕양구 도내동1006,2017-05-16,주택단지,운영,경기 고양시 덕양구 도내동,민간
559916,원흥호반베르디움더퍼스트(고양원흥지구A5블럭) 유아놀이터(507동 뒤),,경기 고양시 덕양구 도내동1006,2017-05-16,주택단지,운영,경기 고양시 덕양구 도내동,민간
559983,대화아람어린이집,10222,경기도 고양시 일산서구 대화로156번길 36 (대화동)대화아람어린이집,2017-05-23,어린이집,운영,경기 고양시 일산서구 법곳동,민간
560103,원흥호반베르디움더퍼스트(고양원흥지구A5블럭) 어린이놀이터3(507동 앞),,경기 고양시 덕양구 도내동1006,2017-05-10,주택단지,운영,경기 고양시 덕양구 도내동,민간
560352,에이스스파랜드,10340,경기도 고양시 일산서구 고봉로 291 (일산동)에이스스타디움 5층,2017-06-19,목욕장업소,운영,경기 고양시 일산서구 일산동,민간
560694,능곡10호 어린이공원,10513,경기 고양시 덕양구 행신동1001,1997-09-30,도시공원,운영,경기 고양시 덕양구 행신동,공공
560733,킨텍스캠핑장 놀이시설,10390,경기도 고양시 일산서구 킨텍스로 217-25 (대화동),2016-10-14,야영장,운영,경기 고양시 일산서구 대화동,공공
560808,라라코스트화정점,10500,"경기도 고양시 덕양구 화중로 50 (화정동)반석프라자 301,302,303호일부",2017-07-21,식품접객업소,운영,경기 고양시 덕양구 화정동,민간
560813,스타필드 고양점 위너플레이,10595,경기도 고양시 덕양구 고양대로 1955 (동산동)3층,2017-08-14,대규모점포,운영,경기 고양시 덕양구 동산동,민간
560876,라라코스트 일산점,10402,경기도 고양시 일산동구 정발산로 21 (장항동)5층 1호,2017-07-28,식품접객업소,운영,경기 고양시 일산동구 장항동,민간
561054,EBS 직장어린이집,10393,경기도 고양시 일산동구 한류월드로 281 (장항동)EBS 디지털 통합사옥 1층,2017-08-18,어린이집,운영,경기 고양시 일산동구 장항동,민간
561207,기쁨이있는교회 어린이실내놀이시설,10401,경기도 고양시 일산동구 중앙로1275번길 60-30 (장항동)라페스타B동 201호,2017-08-29,종교시설,운영,경기 고양시 일산동구 장항동,민간
561276,이케아다기스 직장어린이집,10551,경기도 고양시 덕양구 권율대로 420 (도내동)이케아코리아고양점,2017-08-30,어린이집,운영,경기 고양시 덕양구,민간
561474,타요키즈카페,10551,경기도 고양시 덕양구 권율대로 420 (도내동)도내동 1003번지 롯데아울렛 고양점 1층 타요키즈카페,2017-09-26,식품접객업소,운영,경기 고양시 덕양구 도내동,민간
